fraude_real,score_modelo_fuerte,rank_modelo_fuerte,score_baseline,rank_baseline,fecha_hora_transaccion,categoria_comercio,monto,log_monto,ciudad,estado,genero,edad_cliente,distancia_km,comercio,ocupacion
0,5.5433604e-05,19414,0.2554493878769782,3,2020-12-27 10:40:28,shopping_net,95.98,4.574504771677206,Avera,GA,M,34,107.75664457251642,"fraud_Romaguera, Cruickshank and Greenholt",Claims inspector/assessor
0,0.0001233521,18001,0.12411660777385158,5323,2020-07-23 21:10:44,shopping_pos,5.63,1.891604804197771,Umatilla,FL,F,34,68.52489585420828,fraud_Hermann and Sons,Private music teacher
0,0.0002550052,16046,0.21900430828147438,1917,2020-07-07 06:41:15,misc_net,11.47,2.523325759691945,Thomas,WV,F,38,89.89956622510324,"fraud_Lehner, Mosciski and King",Forensic psychologist
0,0.004817389,7014,0.030904625460499387,16513,2020-11-15 20:16:28,food_dining,65.62,4.199004832765533,Duncan,MS,F,65,126.56760807926814,fraud_Ernser-Lynch,Trading standards officer
0,0.0032537158,8145,0.05634758995247793,9201,2020-09-27 11:22:51,misc_pos,4.49,1.7029282555214393,Louisville,KY,F,68,105.8175622721131,fraud_Wisozk and Sons,Engineering geologist
0,0.0063538724,6306,0.0528391167192429,10526,2020-11-29 00:51:02,grocery_net,59.18,4.0973400712018995,Bolivar,PA,M,25,112.94747854454702,fraud_McCullough Group,"Administrator, local government"
0,7.1609895e-05,19047,0.12411660777385158,5324,2020-09-01 14:47:05,shopping_pos,3.86,1.5810384379124023,Heidelberg,MS,M,32,63.99738243845301,"fraud_Haley, Jewess and Bechtelar","Exhibitions officer, museum/gallery"
0,9.189806e-05,18624,0.12411660777385158,5325,2020-09-08 16:31:52,shopping_pos,4.67,1.7351891177396608,Lebanon,VA,F,42,60.89076613518979,fraud_Morissette PLC,"Teacher, English as a foreign language"
1,0.62673616,1702,0.029411764705882353,17952,2020-09-28 22:46:56,home,253.76,5.540321925503165,Dallas,TX,M,77,113.98697611218012,fraud_Beier and Sons,Television camera operator
0,0.124374434,2406,0.0518783542039356,11263,2020-10-16 21:05:15,travel,8.4,2.2407096892759584,Afton,MI,M,62,101.75252394236698,fraud_Kozey-McDermott,Technical brewer
0,0.00012057328,18051,0.029411764705882353,17953,2020-08-27 15:01:53,home,33.34,3.5363108554693294,Hudson,NY,M,22,50.72287202420402,fraud_Eichmann-Kilback,Travel agency manager
1,0.99212533,595,0.21597816648058554,3095,2020-12-07 02:56:18,grocery_pos,321.48,5.7760411188089105,Greenbush,VA,M,71,49.73212732503381,fraud_Koepp-Parker,Psychiatrist
0,0.00018808684,16961,0.12411660777385158,5326,2020-07-05 23:19:10,shopping_pos,5.81,1.918392120161421,Newport,ME,M,24,99.59873519785432,fraud_Hermann and Sons,Lexicographer
0,0.0037480476,7701,0.21597816648058554,3096,2020-09-16 11:58:27,grocery_pos,119.65,4.792893792071041,Sterling City,TX,F,58,12.910605456408064,fraud_Wolf Inc,"Scientist, biomedical"
0,4.460351e-05,19696,0.2554493878769782,4,2020-09-27 12:09:02,shopping_net,23.82,3.211649779776461,Grimesland,NC,F,26,90.89107005643731,fraud_Kuhic LLC,Manufacturing systems engineer
0,9.359126e-06,20850,0.2554493878769782,5,2020-09-05 17:42:18,shopping_net,5.33,1.8453002361560848,Paauilo,HI,F,29,11.814587082765565,fraud_Lemke-Gutmann,"Scientist, research (maths)"
0,0.0018187471,9980,0.21900430828147438,1918,2020-11-23 03:54:03,misc_net,4.56,1.715598108262491,Comfort,WV,F,61,92.56050425995402,fraud_Lebsack and Sons,Fine artist
0,0.0008227767,12352,0.039020408163265304,14789,2020-07-28 12:54:13,kids_pets,77.4,4.361823927356363,North Prairie,WI,F,78,107.13382333423006,fraud_Bednar PLC,Applications developer
0,6.0183113e-05,19302,0.04492865406864636,11945,2020-12-12 20:30:24,entertainment,5.85,1.9242486522741338,North Washington,PA,F,66,51.576881644757485,fraud_Johns-Hoeger,Patent attorney
0,0.0002743487,15821,0.12411660777385158,5327,2020-09-15 10:47:59,shopping_pos,1.39,0.8712933659434193,Stephensport,KY,F,53,84.07845972144945,"fraud_Schuppe, Nolan and Hoeger",Chartered public finance accountant
0,0.030224174,3486,0.04369414101290963,13326,2020-07-13 21:29:36,personal_care,13.89,2.7006898466959175,Kingsford Heights,IN,F,21,93.99651084064034,"fraud_Roberts, Ryan and Smith","Psychologist, forensic"
0,0.0044351313,7242,0.028694714131607336,19741,2020-08-08 15:11:06,health_fitness,71.64,4.285515734293038,Lawn,PA,F,48,133.1962774030495,"fraud_Mueller, Gerhold and Mueller",Special educational needs teacher
0,0.0006431196,13116,0.04492865406864636,11946,2020-11-27 22:45:30,entertainment,76.76,4.353627160152183,Harper,TX,M,27,87.21988065374171,"fraud_Runolfsdottir, Mueller and Hand","Pharmacist, community"
0,0.0008753705,12152,0.21900430828147438,1919,2020-12-21 14:35:27,misc_net,59.42,4.101320175958526,Westport,KY,M,24,79.17537091128955,fraud_Kuphal-Predovic,Pensions consultant
0,0.0058533642,6525,0.2554493878769782,6,2020-09-14 22:00:32,shopping_net,42.72,3.777805663308338,Bellmore,NY,F,49,97.7760380056444,"fraud_Stanton, Jakubowski and Baumbach","Librarian, public"
0,0.000694106,12883,0.12411660777385158,5328,2020-10-14 11:57:28,shopping_pos,5.45,1.864080130807681,Akron,OH,M,56,59.179342920426286,"fraud_Baumbach, Strosin and Nicolas",Call centre manager
0,0.00036356272,14948,0.039020408163265304,14790,2020-12-17 13:55:32,kids_pets,41.41,3.747384183486499,Greenview,CA,M,62,110.10744941059076,fraud_Rau-Grant,Call centre manager
0,0.0005190327,13772,0.08247560486565968,7162,2020-10-01 09:09:09,gas_transport,75.12,4.332311042427949,Haines City,FL,M,29,16.792321786146804,"fraud_Schaefer, Maggio and Daugherty",Exercise physiologist
0,0.0023879418,9130,0.05634758995247793,9202,2020-12-06 06:15:01,misc_pos,35.78,3.604954219176175,Nazareth,TX,M,40,37.87558629171852,fraud_Spencer-Runolfsson,Petroleum engineer
0,0.0039534033,7564,0.08247560486565968,7163,2020-08-10 03:03:31,gas_transport,37.25,3.644143560272545,Red River,NM,F,31,61.79527562290764,fraud_Bernhard Inc,"Surveyor, land/geomatics"
0,0.003123659,8278,0.05634758995247793,9203,2020-09-29 05:53:24,misc_pos,61.68,4.13804241748782,Harrodsburg,IN,M,65,33.67254070558077,fraud_Turcotte-Halvorson,Social researcher
0,0.034056235,3349,0.05634758995247793,9204,2020-07-25 03:23:20,misc_pos,16.53,2.863913698933143,Greenwich,NJ,M,55,33.91060093836518,fraud_Roberts-Beahan,Insurance risk surveyor
0,0.001067649,11588,0.030904625460499387,16514,2020-11-24 13:37:46,food_dining,8.36,2.2364452904895007,Westport,KY,M,24,43.643018783192936,"fraud_Bahringer, Osinski and Block",Pensions consultant
0,0.00019443179,16864,0.04492865406864636,11947,2020-08-18 16:40:49,entertainment,75.81,4.341334840010591,Thida,AR,M,20,31.62430466631383,fraud_Spencer PLC,Careers information officer
0,0.0062323576,6356,0.039020408163265304,14791,2020-11-01 15:48:32,kids_pets,6.78,2.0515563381903004,Edisto Island,SC,F,23,49.40065571460031,fraud_Ruecker-Mayert,"Sales professional, IT"
1,0.95996124,1222,0.12411660777385158,5329,2020-11-19 22:00:06,shopping_pos,743.45,6.61264569070156,Churubusco,IN,M,33,121.67906449153254,"fraud_Roob, Conn and Tremblay","Research officer, trade union"
0,7.070727e-05,19068,0.21597816648058554,3097,2020-12-21 06:39:03,grocery_pos,61.11,4.128907006571212,Saint Petersburg,FL,M,31,81.63913850452782,fraud_Bauch-Raynor,"Engineer, land"
0,0.0008810914,12136,0.04492865406864636,11948,2020-10-27 17:54:30,entertainment,71.67,4.2859286446285445,Oak Hill,NY,M,48,115.86820320067788,fraud_Brown-Greenholt,Glass blower/designer
0,0.003879428,7618,0.028694714131607336,19742,2020-10-20 20:00:19,health_fitness,104.34,4.657193214055243,San Diego,CA,M,61,74.5590283297918,"fraud_Klocko, Runolfsdottir and Breitenberg",Chartered public finance accountant
0,3.0920335e-05,20090,0.029411764705882353,17954,2020-11-30 21:21:16,home,6.08,1.9572739077056285,Zavalla,TX,M,34,104.4437284493879,fraud_Schmidt-Larkin,"Designer, jewellery"
0,0.0047460264,7058,0.030904625460499387,16515,2020-07-13 21:42:56,food_dining,9.13,2.315501318260592,Oolitic,IN,F,29,91.31957729858615,fraud_Deckow-Dare,Counsellor
0,0.0011091406,11478,0.12411660777385158,5330,2020-09-16 06:51:15,shopping_pos,7.93,2.189416394888408,Malad City,ID,M,58,112.50470681338504,fraud_Jast-McDermott,Nature conservation officer
0,0.002358148,9175,0.029411764705882353,17955,2020-12-25 12:44:17,home,79.01,4.382151626862033,Coyle,OK,F,35,79.25519108082356,fraud_Gulgowski LLC,Amenity horticulturist
0,3.412624e-05,19992,0.21597816648058554,3098,2020-09-04 03:18:46,grocery_pos,61.64,4.137404051682548,West Chazy,NY,M,66,30.81096144461958,fraud_Strosin-Cruickshank,Engineering geologist
0,0.000646576,13100,0.05634758995247793,9205,2020-07-03 01:37:07,misc_pos,1.07,0.7275486072772778,Montrose,NY,F,60,124.61837589980306,fraud_Haley Group,Race relations officer
0,0.00425178,7352,0.08247560486565968,7164,2020-10-10 07:17:49,gas_transport,33.7,3.5467396869528134,Cleveland,TX,F,25,81.41669713047126,"fraud_Jenkins, Hauck and Friesen",Building surveyor
0,0.00015587606,17428,0.030904625460499387,16516,2020-07-26 17:01:26,food_dining,1.95,1.0818051703517284,Manville,WY,F,39,74.26869695653073,"fraud_Hermiston, Russel and Price",Educational psychologist
0,6.791394e-05,19131,0.21597816648058554,3099,2020-08-28 01:33:12,grocery_pos,108.23,4.693455750855452,Tickfaw,LA,M,68,38.48886260212251,fraud_McDermott-Weimann,"Accountant, chartered public finance"
0,2.5058305e-05,20298,0.2554493878769782,7,2020-07-04 14:18:39,shopping_net,9.49,2.3504224224082058,Pikesville,MD,M,43,72.36648786084073,"fraud_Reichert, Rowe and Mraz",Company secretary
0,0.00406521,7485,0.029411764705882353,17956,2020-10-07 23:17:36,home,52.52,3.9800554158199732,Mifflin,PA,F,66,82.43468364668666,"fraud_Bahringer, Bergnaum and Quitzon",Mining engineer
0,0.007699687,5813,0.0528391167192429,10527,2020-09-09 02:34:56,grocery_net,52.7,3.983413001514819,Beasley,TX,M,39,84.56471870221397,"fraud_Swaniawski, Bahringer and Ledner",Trading standards officer
0,6.0967905e-05,19283,0.2554493878769782,8,2020-12-07 22:56:17,shopping_net,5.88,1.9286186519452522,San Antonio,TX,M,25,80.12190297884815,fraud_Hills-Witting,Land
0,3.069394e-05,20096,0.21597816648058554,3100,2020-09-01 00:48:14,grocery_pos,46.19,3.8541820057382963,Denham Springs,LA,M,26,6.913318225127423,fraud_Kutch and Sons,Herbalist
0,0.0005834316,13404,0.12411660777385158,5331,2020-10-17 05:10:39,shopping_pos,2.01,1.1019400787607843,Dallas,TX,M,68,79.65103658662868,"fraud_Swaniawski, Lowe and Robel","Designer, interior/spatial"
0,0.00091975083,12009,0.029411764705882353,17957,2020-08-13 23:37:04,home,37.96,3.6625354787743345,Surrency,GA,F,94,50.3072523262155,fraud_Collier LLC,"Engineer, technical sales"
0,0.005470759,6704,0.0518783542039356,11264,2020-10-20 15:43:48,travel,4.21,1.6505798557652755,Allenhurst,NJ,F,85,23.54771965361672,fraud_Tillman LLC,"Administrator, charities/voluntary organisations"
0,0.000118501295,18093,0.039020408163265304,14792,2020-09-20 14:07:43,kids_pets,103.49,4.649091373046019,Spring Church,PA,M,22,57.47728646879535,fraud_Ullrich Ltd,Public relations account executive
0,0.0013549228,10868,0.08247560486565968,7165,2020-07-08 09:42:49,gas_transport,47.24,3.87618855241893,Arcadia,MI,M,53,54.51647581822006,fraud_Mraz-Herzog,"Designer, jewellery"
0,0.0021554756,9448,0.21597816648058554,3101,2020-12-06 03:47:33,grocery_pos,124.08,4.82895353258964,Chester Heights,PA,M,75,39.71225580035616,fraud_Cartwright-Harris,Management consultant
0,0.00025770205,16018,0.039020408163265304,14793,2020-08-27 16:47:06,kids_pets,40.09,3.7157647828953184,Harper,TX,M,26,81.19056867703445,fraud_Schoen Ltd,"Pharmacist, community"
0,0.0028902502,8516,0.04369414101290963,13327,2020-10-02 20:02:33,personal_care,11.38,2.5160822672564502,Cromona,KY,F,60,103.74280643272871,fraud_Gottlieb-Hansen,Chief Financial Officer
0,0.005780915,6555,0.039020408163265304,14794,2020-06-22 19:31:19,kids_pets,21.83,3.1280754605417043,Shenandoah Junction,WV,F,54,78.10618052208162,fraud_Waelchi-Wolf,Systems developer
0,0.0064284806,6261,0.028694714131607336,19743,2020-10-27 19:15:07,health_fitness,29.14,3.4058531931983493,Benton,WI,M,62,63.47121036900418,fraud_Schumm PLC,Public relations officer
0,5.485233e-05,19428,0.2554493878769782,9,2020-12-29 06:57:29,shopping_net,15.85,2.8243506567983707,Clay Center,OH,F,55,50.592897701326685,fraud_Kuhic LLC,Insurance underwriter
0,0.10300018,2514,0.04492865406864636,11949,2020-12-31 23:12:52,entertainment,173.99,5.164728829433656,Haynes,AR,F,57,36.23328735916336,fraud_Thiel-Thiel,"Programmer, applications"
0,0.00019904491,16798,0.12411660777385158,5332,2020-08-31 21:45:16,shopping_pos,9.93,2.391511302188447,Bowdoin,ME,M,23,73.61925964902919,fraud_Beier-Hyatt,"Engineer, electronics"
0,7.715376e-05,18921,0.21597816648058554,3102,2020-07-25 10:26:50,grocery_pos,64.55,4.182813210209709,Andrews,NC,M,55,58.42565750474476,fraud_Lockman Ltd,Retail buyer
0,0.0073812515,5907,0.0528391167192429,10528,2020-12-27 00:54:11,grocery_net,54.02,4.007696755496428,Creedmoor,NC,F,33,72.37395523110497,fraud_Collier Inc,Chief Strategy Officer
1,0.7899562,1571,0.08247560486565968,7166,2020-09-23 10:12:36,gas_transport,11.19,2.5006159434931803,Jackson,MS,M,48,108.09825733589506,fraud_Parisian and Sons,"Horticulturist, commercial"
0,0.0014722589,10629,0.0528391167192429,10529,2020-12-15 07:28:49,grocery_net,111.43,4.722330805761668,Tiptonville,TN,F,55,118.117889734453,"fraud_Adams, Kovacek and Kuhlman",Geochemist
0,0.0016257201,10300,0.12411660777385158,5333,2020-10-31 02:31:47,shopping_pos,8.84,2.286455711064162,Dallas,TX,M,68,54.64725867915005,"fraud_Baumbach, Hodkiewicz and Walsh","Designer, interior/spatial"
0,0.000440331,14297,0.05634758995247793,9206,2020-06-29 12:08:47,misc_pos,147.16,4.998292770897869,Newark Valley,NY,M,26,116.73913746528332,fraud_Flatley Group,Further education lecturer
0,0.00039710916,14694,0.04492865406864636,11950,2020-09-28 18:43:33,entertainment,151.53,5.027361298011842,De Soto,KS,F,41,60.17211376199828,fraud_Grimes LLC,Chief Executive Officer
0,0.0092233345,5398,0.08247560486565968,7167,2020-10-07 02:59:53,gas_transport,68.79,4.245490733029061,Phoenix,AZ,F,38,43.783737214846994,"fraud_Tillman, Dickinson and Labadie",Contractor
0,0.0004303322,14383,0.12411660777385158,5334,2020-09-21 21:52:47,shopping_pos,14.04,2.7107133185216936,Juliette,GA,F,30,111.47255730402864,"fraud_Haley, Jewess and Bechtelar",Theatre manager
0,0.00035099263,15069,0.029411764705882353,17958,2020-12-10 23:01:30,home,17.81,2.934388643312939,Greenville,OH,M,49,93.69828157037516,"fraud_Windler, Goodwin and Kovacek",Media planner
0,0.0006880419,12921,0.21900430828147438,1920,2020-08-20 03:52:11,misc_net,7.34,2.1210632163706555,Meridian,ID,F,49,81.15736663543737,fraud_McGlynn-Heathcote,Intelligence analyst
0,0.066453435,2774,0.21597816648058554,3103,2020-09-22 09:59:02,grocery_pos,145.07,4.984085958862719,Port Ewen,NY,M,54,74.13942111520747,fraud_Bauch-Raynor,Heritage manager
0,0.0022580386,9298,0.030904625460499387,16517,2020-12-02 08:01:53,food_dining,54.77,4.021236090401462,Indian Wells,CA,M,65,101.32194502002886,fraud_Ernser-Lynch,Learning mentor
1,0.99874496,32,0.21597816648058554,3104,2020-11-08 01:04:05,grocery_pos,289.3,5.670914871030584,Lamberton,MN,M,27,94.5812278710133,fraud_Cartwright-Harris,Land/geomatics surveyor
0,0.00021635852,16576,0.12411660777385158,5335,2020-12-12 08:28:23,shopping_pos,1.5,0.9162907318741551,Columbia,SC,M,52,52.74262245555155,fraud_Hermann and Sons,Mechanical engineer
0,0.0010535727,11619,0.04492865406864636,11951,2020-10-19 16:34:33,entertainment,66.13,4.20663103795066,Barneveld,NY,F,26,77.22217894457194,fraud_Bauch-Blanda,IT trainer
0,0.00015936348,17376,0.12411660777385158,5336,2020-10-22 17:51:47,shopping_pos,8.12,2.21046980408624,Fayetteville,NC,M,27,85.5662675655246,fraud_Botsford Ltd,"Scientist, research (maths)"
0,0.00084210734,12282,0.21900430828147438,1921,2020-07-02 11:10:30,misc_net,115.4,4.757032535297338,Vero Beach,FL,F,34,98.6168317112384,fraud_Miller-Harris,"Librarian, public"
0,0.0038417974,7648,0.12411660777385158,5337,2020-09-25 04:11:26,shopping_pos,138.53,4.938279631904115,Atlantic,VA,M,34,54.73117408178109,fraud_Metz-Boehm,"Geologist, engineering"
0,0.0005788322,13437,0.029411764705882353,17959,2020-12-09 16:11:16,home,66.32,4.209457369322605,Kissee Mills,MO,M,40,61.266478066616585,fraud_Botsford and Sons,"Engineer, agricultural"
0,0.0003240995,15321,0.12411660777385158,5338,2020-08-09 19:31:05,shopping_pos,1.3,0.832909122935104,Armagh,PA,F,47,91.38862923044604,fraud_Pouros-Conroy,Early years teacher
0,0.0033212628,8069,0.039020408163265304,14795,2020-11-17 22:18:31,kids_pets,49.57,3.9233585150918917,Barneveld,NY,F,26,53.58217597861509,fraud_Schoen Ltd,IT trainer
0,0.00020090894,16775,0.08247560486565968,7168,2020-09-29 05:12:19,gas_transport,67.85,4.231930225174664,Cochranton,PA,M,47,109.30309198789097,fraud_Sporer Inc,Retail merchandiser
0,7.763108e-06,20900,0.21597816648058554,3105,2020-08-11 01:23:13,grocery_pos,44.1,3.8088822465086327,Elizabeth,NJ,M,39,37.29156438409246,fraud_Deckow-O'Conner,Operational researcher
0,9.454832e-05,18567,0.12411660777385158,5339,2020-10-31 09:41:50,shopping_pos,3.04,1.3962446919730587,Colton,WA,F,77,93.9303180011254,fraud_Lynch Ltd,Chief Marketing Officer
0,0.045749888,3044,0.21900430828147438,1922,2020-10-21 02:19:08,misc_net,4.24,1.6563214983329508,Avoca,IA,F,49,97.36413293833816,fraud_Schmitt Ltd,Engineering geologist
0,0.0023628036,9166,0.21597816648058554,3106,2020-10-16 00:43:30,grocery_pos,180.57,5.201641254282576,Hurricane,WV,F,40,96.76557271707806,fraud_DuBuque LLC,Sub
0,0.0001898832,16938,0.12411660777385158,5340,2020-08-13 11:55:57,shopping_pos,3.92,1.5933085305042167,Princeton,IA,M,63,85.16087936889606,fraud_Pouros-Conroy,Agricultural consultant
1,0.66951996,1669,0.030904625460499387,16518,2020-07-05 03:42:14,food_dining,115.28,4.756001075690675,Prosperity,SC,F,25,122.74013585167636,fraud_Connelly PLC,Archaeologist
0,0.0072437488,5956,0.05634758995247793,9207,2020-07-07 19:17:10,misc_pos,189.69,5.250649072846535,Milwaukee,WI,M,16,68.74613019735143,fraud_McGlynn-Jaskolski,"Accountant, chartered public finance"
0,0.00209003,9546,0.028694714131607336,19744,2020-12-08 15:34:36,health_fitness,13.36,2.664446563620078,Afton,MN,M,85,97.30744348090488,fraud_Kulas Group,Barrister's clerk
0,0.010793331,5078,0.21597816648058554,3107,2020-08-17 05:11:06,grocery_pos,204.22,5.324082574434063,Saint Amant,LA,F,42,118.88205468646264,fraud_Padberg-Welch,"Surveyor, rural practice"
0,1.4904444e-05,20660,0.2554493878769782,10,2020-11-07 20:50:36,shopping_net,4.77,1.7526720805200082,Hahira,GA,F,22,86.49417980443236,fraud_Kerluke-Abshire,"Teacher, special educational needs"
0,0.0010758338,11566,0.05634758995247793,9208,2020-08-29 05:48:27,misc_pos,19.82,3.035914063186823,Saint Amant,LA,F,42,76.72139302759939,fraud_Eichmann-Russel,"Surveyor, rural practice"
0,0.00085067586,12249,0.05634758995247793,9209,2020-12-17 04:56:16,misc_pos,59.75,4.1067670822206574,Bauxite,AR,F,44,84.7178589815745,fraud_Maggio-Fahey,"Scientist, audiological"
0,0.00014297929,17642,0.2554493878769782,11,2020-07-05 20:11:20,shopping_net,51.74,3.965374180925141,Creedmoor,NC,F,32,91.58284087723244,fraud_Boyer-Reichert,Chief Strategy Officer
0,2.5381423e-05,20290,0.2554493878769782,12,2020-07-21 15:02:25,shopping_net,6.7,2.0412203288596382,Bristol,PA,F,35,115.17204603842652,fraud_Rempel Inc,"Administrator, charities/voluntary organisations"
0,9.4947045e-06,20843,0.2554493878769782,13,2020-12-21 13:07:19,shopping_net,3.79,1.5665304114228238,Keller,TX,M,33,71.34053606760637,fraud_Gerlach Inc,Probation officer
0,0.0019553523,9760,0.2554493878769782,14,2020-06-22 16:01:41,shopping_net,80.03,4.394819456472634,Walnut Ridge,AR,F,43,63.23057261588939,fraud_Terry-Huel,"Engineer, control and instrumentation"
0,0.025112517,3695,0.05634758995247793,9210,2020-10-13 03:38:31,misc_pos,7.46,2.135349173618132,Canton,OH,M,57,20.61858570236428,fraud_Thiel PLC,Building control surveyor
0,0.0009159899,12029,0.0528391167192429,10530,2020-10-09 08:19:56,grocery_net,57.05,4.061304708143901,Summerfield,TX,M,28,73.52078729325352,fraud_Kutch-Hegmann,Fisheries officer
1,0.56998813,1738,0.12411660777385158,5341,2020-09-04 20:28:45,shopping_pos,912.51,6.817294322665643,Lexington,KY,F,57,108.30029395486324,"fraud_Watsica, Haag and Considine",Software engineer
0,0.0016643727,10204,0.21597816648058554,3108,2020-11-04 08:39:27,grocery_pos,98.22,4.597339606872903,Saint James City,FL,M,44,58.27671986874425,fraud_Kiehn Inc,Sport and exercise psychologist
0,0.0024857977,9007,0.05634758995247793,9211,2020-07-02 09:33:01,misc_pos,2.33,1.2029723039923526,Greenwich,NJ,M,55,110.31118684632236,fraud_Hermann-Gaylord,Insurance risk surveyor
0,0.0042650234,7344,0.21900430828147438,1923,2020-09-27 01:24:28,misc_net,2.16,1.1505720275988207,Cromona,KY,F,60,123.21577131485743,fraud_Flatley-Durgan,Chief Financial Officer
0,0.021581223,3881,0.04492865406864636,11952,2020-11-28 20:57:21,entertainment,259.31,5.561873228473508,Matawan,NJ,M,27,61.07894643948636,fraud_Kilback and Sons,Drilling engineer
0,0.00019152918,16909,0.08247560486565968,7169,2020-12-23 11:11:08,gas_transport,70.69,4.272351267864781,Schaefferstown,PA,M,38,56.31785944616498,fraud_Cummings LLC,Gaffer
1,0.9426437,1321,0.21597816648058554,3109,2020-10-14 15:30:36,grocery_pos,298.14,5.70091169123118,Camden,MO,M,61,13.191674029441952,"fraud_Rowe, Batz and Goodwin",Colour technologist
0,0.0051424373,6847,0.028694714131607336,19745,2020-07-14 15:07:24,health_fitness,31.7,3.487375077903208,Holstein,NE,F,69,68.4185391658237,"fraud_Mante, Luettgen and Hackett",Telecommunications researcher
0,0.000104784114,18363,0.029411764705882353,17960,2020-09-13 23:53:33,home,26.16,3.3017453026904953,Bowdoin,ME,M,23,47.18457157486259,fraud_Connelly-Carter,"Engineer, electronics"
0,0.0003780981,14818,0.2554493878769782,15,2020-09-16 06:59:37,shopping_net,101.93,4.6340491455384685,Schaefferstown,PA,M,38,68.40388450545395,fraud_Fisher-Schowalter,Gaffer
0,0.00033368255,15237,0.08247560486565968,7170,2020-11-03 04:17:20,gas_transport,72.91,4.302848136796795,Juliette,GA,F,30,96.3752956327671,fraud_Conroy-Cruickshank,Theatre manager
0,7.139913e-05,19053,0.029411764705882353,17961,2020-10-31 19:47:44,home,46.03,3.8507856959569566,Delhi,LA,F,56,68.4498575707134,fraud_Kutch-Wilderman,Multimedia programmer
0,0.0020417627,9609,0.028694714131607336,19746,2020-09-03 19:33:43,health_fitness,51.17,3.9545076170343014,Plymouth,CT,F,47,113.22804026407944,fraud_Fadel Inc,Herpetologist
0,0.0006812094,12951,0.04369414101290963,13328,2020-07-28 19:34:09,personal_care,91.16,4.523526196947581,Nokomis,IL,F,34,108.8263667191228,fraud_Shanahan-Lehner,Building surveyor
0,0.011893114,4890,0.04492865406864636,11953,2020-06-30 21:37:08,entertainment,264.49,5.5815771751892305,Littleton,CO,F,44,88.44027636187117,fraud_Bins-Tillman,Water engineer
0,6.1423175e-06,20936,0.2554493878769782,16,2020-09-14 22:06:43,shopping_net,2.07,1.1216775615991057,Creedmoor,NC,F,32,41.85189974037834,fraud_Cormier LLC,Chief Strategy Officer
0,0.00010436379,18372,0.029411764705882353,17962,2020-12-14 23:20:58,home,5.8,1.916922612182061,San Jose,CA,F,23,90.04087235966912,fraud_Skiles LLC,Geoscientist
0,0.0018789825,9894,0.08247560486565968,7171,2020-07-31 08:16:36,gas_transport,46.03,3.8507856959569566,Norman,AR,M,53,117.95734583579636,fraud_Corwin-Collins,Magazine features editor
0,0.002020923,9645,0.04492865406864636,11954,2020-09-15 23:18:11,entertainment,74.19,4.320018243389936,Moorhead,MS,M,21,101.05403481713456,fraud_Abbott-Rogahn,Chartered public finance accountant
0,8.08294e-05,18833,0.029411764705882353,17963,2020-11-30 19:35:02,home,80.1,4.395682961121367,Collettsville,NC,M,32,94.92029638124684,"fraud_Bahringer, Bergnaum and Quitzon",Soil scientist
0,0.0030810107,8319,0.030904625460499387,16519,2020-09-22 18:12:34,food_dining,26.52,3.314913013065143,Hartford,AL,M,74,24.996650848075166,"fraud_Hermiston, Russel and Price",Jewellery designer
