cliente_id,comercio_id,n_transacciones,monto_total,monto_promedio,fraudes,tasa_fraude,score_modelo_promedio,peso,peso_riesgo
cliente_0052427593,comercio_6440168825,1,8.93,8.93,0,0.0,0.0001694804,1,1.0001695156097412
cliente_0052427593,comercio_6588261064,1,20.26,20.26,0,0.0,0.003686434,1,1.0036864280700684
cliente_0052427593,comercio_6913130119,1,3.29,3.29,0,0.0,1.8143257e-05,1,1.0000181198120117
cliente_0052427593,comercio_6976411625,1,2.98,2.98,0,0.0,9.687336e-05,1,1.0000969171524048
cliente_0052427593,comercio_7207246840,1,17.45,17.45,0,0.0,0.011492321,1,1.011492371559143
cliente_0052427593,comercio_7319720381,2,237.63,118.815,0,0.0,0.0011813624,2,2.0023627281188965
cliente_0052427593,comercio_8179848396,1,2.38,2.38,0,0.0,0.0018138093,1,1.0018137693405151
cliente_0052427593,comercio_8194037418,1,45.88,45.88,0,0.0,0.011524808,1,1.0115247964859009
cliente_0052427593,comercio_8202078928,1,144.37,144.37,0,0.0,0.0010334832,1,1.0010334253311157
cliente_0052427593,comercio_8239339308,1,67.58,67.58,0,0.0,0.0005957346,1,1.0005956888198853
cliente_0052427593,comercio_8361834940,1,49.65,49.65,0,0.0,0.0050563123,1,1.0050562620162964
cliente_0052427593,comercio_8703143057,1,17.53,17.53,0,0.0,0.014671236,1,1.0146712064743042
cliente_0052427593,comercio_9173975227,1,278.3,278.3,0,0.0,0.0024120559,1,1.0024120807647705
cliente_0052427593,comercio_9327612841,1,17.93,17.93,0,0.0,0.0024390335,1,1.002439022064209
cliente_0052427593,comercio_9777805024,1,6.57,6.57,0,0.0,0.02131255,1,1.0213125944137573
cliente_0052427593,comercio_9908565685,1,5.02,5.02,0,0.0,0.009805436,1,1.00980544090271
cliente_0068543903,comercio_0012866316,1,10.22,10.22,0,0.0,3.6525496e-05,1,1.0000364780426025
cliente_0068543903,comercio_1478809149,1,90.5,90.5,0,0.0,0.06802742,1,1.068027377128601
cliente_0068543903,comercio_1718046381,1,64.6,64.6,0,0.0,0.00049676554,1,1.000496745109558
cliente_0068543903,comercio_2981829014,1,1.74,1.74,0,0.0,9.950811e-05,1,1.000099539756775
cliente_0068543903,comercio_3258835399,1,46.11,46.11,0,0.0,0.0008897603,1,1.000889778137207
cliente_0068543903,comercio_3411897755,1,4.98,4.98,0,0.0,0.091232195,1,1.091232180595398
cliente_0068543903,comercio_4001694395,1,6.44,6.44,0,0.0,0.2283897,1,1.2283897399902344
cliente_0068543903,comercio_4467277142,1,111.43,111.43,0,0.0,0.0014722589,1,1.0014722347259521
cliente_0068543903,comercio_4571917091,1,106.62,106.62,0,0.0,0.0001281071,1,1.000128149986267
cliente_0068543903,comercio_5082406948,1,55.79,55.79,0,0.0,3.635827e-05,1,1.000036358833313
cliente_0068543903,comercio_5776852374,1,88.26,88.26,0,0.0,0.00026108947,1,1.0002610683441162
cliente_0068543903,comercio_8352557137,1,6.14,6.14,0,0.0,0.0002157971,1,1.000215768814087
cliente_0068543903,comercio_9601097463,1,28.21,28.21,0,0.0,0.00042143403,1,1.000421404838562
cliente_0083258698,comercio_0136551854,1,173.17,173.17,0,0.0,0.00055637833,1,1.0005563497543335
cliente_0083258698,comercio_0945287598,1,19.96,19.96,0,0.0,0.0013095564,1,1.0013095140457153
cliente_0083258698,comercio_1703797631,1,75.58,75.58,0,0.0,0.00025076326,1,1.0002508163452148
cliente_0083258698,comercio_1871112992,1,36.03,36.03,0,0.0,0.0076522194,1,1.0076521635055542
cliente_0083258698,comercio_3140468656,1,1.09,1.09,0,0.0,1.4767247e-05,1,1.0000147819519043
cliente_0083258698,comercio_4628744085,1,84.43,84.43,0,0.0,0.0038403252,1,1.0038403272628784
cliente_0083258698,comercio_4991863470,1,1.73,1.73,0,0.0,0.007725253,1,1.0077252388000488
cliente_0083258698,comercio_5014690071,1,85.02,85.02,0,0.0,0.00014928564,1,1.0001492500305176
cliente_0083258698,comercio_5237775559,1,114.49,114.49,0,0.0,0.0007922662,1,1.0007922649383545
cliente_0083258698,comercio_5461287394,1,55.39,55.39,0,0.0,0.00040059353,1,1.0004005432128906
cliente_0083258698,comercio_5471053115,1,8.53,8.53,0,0.0,4.9050588e-05,1,1.0000489950180054
cliente_0083258698,comercio_5757399038,1,17.43,17.43,0,0.0,0.021652257,1,1.0216522216796875
cliente_0083258698,comercio_5825393902,1,66.67,66.67,0,0.0,0.000310324,1,1.0003103017807007
cliente_0083258698,comercio_5855361068,1,55.46,55.46,0,0.0,0.0005359895,1,1.0005359649658203
cliente_0083258698,comercio_6187078679,2,29.630000000000003,14.815000000000001,0,0.0,1.5785368e-05,2,2.0000314712524414
cliente_0083258698,comercio_6232902119,1,8.26,8.26,0,0.0,0.011710363,1,1.0117104053497314
cliente_0083258698,comercio_7725921774,1,12.47,12.47,0,0.0,0.006774241,1,1.0067741870880127
cliente_0083258698,comercio_8239339308,1,42.89,42.89,0,0.0,0.00280757,1,1.0028076171875
cliente_0083258698,comercio_8675755465,1,64.05,64.05,0,0.0,0.00028377675,1,1.0002837181091309
cliente_0083258698,comercio_9303324681,1,2.34,2.34,0,0.0,0.0031478957,1,1.003147840499878
cliente_0083258698,comercio_9460187915,1,9.33,9.33,0,0.0,0.0036583792,1,1.003658413887024
cliente_0083258698,comercio_9938618573,1,103.47,103.47,0,0.0,0.0005442117,1,1.0005441904067993
cliente_0083258698,comercio_9970780794,1,35.29,35.29,0,0.0,0.0021017862,1,1.0021017789840698
cliente_0088525031,comercio_0946981146,1,42.81,42.81,0,0.0,9.445244e-05,1,1.0000944137573242
cliente_0088525031,comercio_1648444838,1,104.93,104.93,0,0.0,0.0001947825,1,1.000194787979126
cliente_0088525031,comercio_2473869619,1,2.15,2.15,0,0.0,0.0013701551,1,1.0013701915740967
cliente_0088525031,comercio_3140468656,1,27.55,27.55,0,0.0,0.00014197815,1,1.000141978263855
cliente_0088525031,comercio_3263773967,1,46.78,46.78,0,0.0,0.059619185,1,1.0596191883087158
cliente_0088525031,comercio_3460529441,1,29.25,29.25,0,0.0,0.009298959,1,1.0092989206314087
cliente_0088525031,comercio_3710667309,1,55.47,55.47,0,0.0,0.005480704,1,1.0054806470870972
cliente_0088525031,comercio_3811132389,1,326.36,326.36,1,1.0,0.9580063,1,1.9580063819885254
cliente_0088525031,comercio_3959585582,1,332.24,332.24,1,1.0,0.84741426,1,1.847414255142212
cliente_0088525031,comercio_3988783008,1,306.79,306.79,1,1.0,0.8527915,1,1.8527915477752686
cliente_0088525031,comercio_4072841532,1,682.25,682.25,1,1.0,0.93482655,1,1.9348266124725342
cliente_0088525031,comercio_5237775559,1,312.5,312.5,1,1.0,0.99005765,1,1.9900577068328857
cliente_0088525031,comercio_5241414410,1,5.36,5.36,0,0.0,0.0024032977,1,1.0024032592773438
cliente_0088525031,comercio_5631377447,1,4.92,4.92,0,0.0,3.3442462e-05,1,1.0000334978103638
cliente_0088525031,comercio_5677787883,1,6.32,6.32,0,0.0,2.6232787e-05,1,1.0000262260437012
cliente_0088525031,comercio_6010514161,1,72.84,72.84,0,0.0,0.00051982515,1,1.000519871711731
cliente_0088525031,comercio_6187078679,1,908.98,908.98,1,1.0,0.9722429,1,1.972242832183838
cliente_0088525031,comercio_6248244353,1,298.17,298.17,1,1.0,0.8625298,1,1.8625297546386719
cliente_0088525031,comercio_6553862697,1,582.92,582.92,1,1.0,0.9801555,1,1.9801554679870605
cliente_0088525031,comercio_6682658236,1,960.89,960.89,1,1.0,0.93906945,1,1.9390695095062256
cliente_0088525031,comercio_6954098238,1,48.68,48.68,1,1.0,0.3498141,1,1.3498140573501587
cliente_0088525031,comercio_7384275076,1,334.63,334.63,0,0.0,0.027832862,1,1.0278328657150269
cliente_0088525031,comercio_7689182892,1,157.45,157.45,0,0.0,0.0022460597,1,1.0022460222244263
cliente_0088525031,comercio_7738699648,1,12.3,12.3,0,0.0,0.002796248,1,1.0027962923049927
cliente_0088525031,comercio_8114637846,1,1012.2,1012.2,1,1.0,0.9684904,1,1.9684903621673584
cliente_0088525031,comercio_8725462430,1,20.39,20.39,1,1.0,0.546575,1,1.5465750694274902
cliente_0088525031,comercio_9336256085,1,1030.08,1030.08,1,1.0,0.9657548,1,1.965754747390747
cliente_0090100524,comercio_0460934538,1,76.78,76.78,0,0.0,0.0008577286,1,1.0008577108383179
cliente_0090100524,comercio_0470453485,1,481.65,481.65,0,0.0,0.006471125,1,1.0064711570739746
cliente_0090100524,comercio_0848636013,1,49.91,49.91,0,0.0,0.015730878,1,1.015730857849121
cliente_0090100524,comercio_1534017203,1,855.0,855.0,1,1.0,0.59942985,1,1.5994298458099365
cliente_0090100524,comercio_1648444838,1,98.39,98.39,0,0.0,0.0006770638,1,1.0006771087646484
cliente_0090100524,comercio_1694281914,1,77.15,77.15,0,0.0,0.00088727847,1,1.0008872747421265
cliente_0090100524,comercio_1703797631,1,51.04,51.04,0,0.0,0.0015224316,1,1.001522421836853
cliente_0090100524,comercio_2313046033,1,73.7,73.7,0,0.0,0.00034063435,1,1.0003405809402466
cliente_0090100524,comercio_3204613295,1,51.33,51.33,0,0.0,0.0012461055,1,1.0012460947036743
cliente_0090100524,comercio_3227457553,1,1027.83,1027.83,1,1.0,0.9893194,1,1.9893193244934082
cliente_0090100524,comercio_3428262569,1,785.82,785.82,1,1.0,0.9817514,1,1.9817514419555664
cliente_0090100524,comercio_3733940630,1,135.58,135.58,0,0.0,0.008006274,1,1.00800621509552
cliente_0090100524,comercio_3895276308,1,81.34,81.34,0,0.0,0.0006853039,1,1.0006853342056274
cliente_0090100524,comercio_4135203853,2,197.62,98.81,0,0.0,0.0003139933,2,2.0006279945373535
cliente_0090100524,comercio_4535801324,1,36.6,36.6,0,0.0,0.009385277,1,1.0093852281570435
cliente_0090100524,comercio_4796061986,1,74.95,74.95,0,0.0,0.0022460043,1,1.0022460222244263
cliente_0090100524,comercio_5210768089,1,46.62,46.62,0,0.0,0.00056153926,1,1.0005615949630737
cliente_0090100524,comercio_5312613850,1,139.21,139.21,0,0.0,0.0057625924,1,1.0057625770568848
cliente_0090100524,comercio_5551255717,1,81.22,81.22,0,0.0,0.01356185,1,1.0135618448257446
cliente_0090100524,comercio_5572015899,1,317.61,317.61,1,1.0,0.9955882,1,1.9955881834030151
cliente_0090100524,comercio_5677787883,1,1015.01,1015.01,1,1.0,0.86582303,1,1.8658230304718018
cliente_0090100524,comercio_6577900075,1,70.33,70.33,0,0.0,0.00021772993,1,1.0002176761627197
cliente_0090100524,comercio_7833088063,1,299.68,299.68,1,1.0,0.44816068,1,1.4481606483459473
cliente_0090100524,comercio_8202078928,1,289.3,289.3,1,1.0,0.99874496,1,1.9987449645996094
cliente_0090100524,comercio_8667104931,1,84.13,84.13,0,0.0,0.0005135087,1,1.0005135536193848
cliente_0090100524,comercio_8679285170,1,67.99,67.99,0,0.0,0.0003695787,1,1.0003695487976074
cliente_0090100524,comercio_8755001233,1,150.09,150.09,0,0.0,0.01567638,1,1.0156763792037964
cliente_0090100524,comercio_9173975227,1,965.58,965.58,1,1.0,0.9965174,1,1.9965174198150635
cliente_0090100524,comercio_9336256085,1,118.75,118.75,0,0.0,0.00018727545,1,1.0001872777938843
cliente_0090100524,comercio_9729110723,1,986.97,986.97,1,1.0,0.98780257,1,1.987802505493164
cliente_0090100524,comercio_9845170512,1,295.76,295.76,1,1.0,0.99752134,1,1.9975214004516602
cliente_0090100524,comercio_9908565685,1,46.49,46.49,0,0.0,0.00012672495,1,1.0001267194747925
cliente_0090100524,comercio_9938618573,1,298.36,298.36,1,1.0,0.9976532,1,1.9976532459259033
cliente_0096239836,comercio_0206988999,1,83.3,83.3,0,0.0,0.0014611154,1,1.001461148262024
cliente_0096239836,comercio_0304345686,1,2.33,2.33,0,0.0,0.005756015,1,1.0057560205459595
cliente_0096239836,comercio_0962573902,1,8.71,8.71,0,0.0,0.0002250607,1,1.0002250671386719
cliente_0096239836,comercio_1217607498,1,38.74,38.74,0,0.0,0.0029780057,1,1.002977967262268
cliente_0096239836,comercio_1888818288,1,6.28,6.28,0,0.0,2.5997166e-05,1,1.000025987625122
cliente_0096239836,comercio_2753988307,1,110.07,110.07,0,0.0,0.0001754713,1,1.0001754760742188
cliente_0096239836,comercio_3105338140,1,56.67,56.67,0,0.0,0.099847816,1,1.0998477935791016
cliente_0096239836,comercio_3140468656,1,17.85,17.85,0,0.0,0.00013250866,1,1.0001325607299805
cliente_0096239836,comercio_3966530071,1,112.75,112.75,0,0.0,0.00030301732,1,1.000303030014038
cliente_0096239836,comercio_4282764214,1,1.82,1.82,0,0.0,0.0010892894,1,1.001089334487915
cliente_0096239836,comercio_4540706228,1,64.55,64.55,0,0.0,5.894203e-06,1,1.000005841255188
cliente_0096239836,comercio_5572015899,1,99.06,99.06,0,0.0,0.00019406767,1,1.0001940727233887
cliente_0096239836,comercio_5577951848,1,125.2,125.2,0,0.0,0.0034588727,1,1.003458857536316
cliente_0096239836,comercio_5661533328,1,56.49,56.49,0,0.0,0.003977386,1,1.0039774179458618
cliente_0096239836,comercio_6010514161,1,79.07,79.07,0,0.0,0.0007091799,1,1.0007091760635376
cliente_0096239836,comercio_6186750692,1,8.2,8.2,0,0.0,0.0014892564,1,1.001489281654358
cliente_0096239836,comercio_6248244353,1,94.03,94.03,0,0.0,0.00021477425,1,1.0002148151397705
cliente_0096239836,comercio_7114691619,1,94.43,94.43,0,0.0,0.0031042888,1,1.003104329109192
cliente_0096239836,comercio_7304847444,1,23.98,23.98,0,0.0,0.00016080152,1,1.000160813331604
cliente_0096239836,comercio_8214479878,1,30.93,30.93,0,0.0,0.02451669,1,1.0245167016983032
cliente_0096239836,comercio_8671034213,1,113.55,113.55,0,0.0,0.0011864885,1,1.001186490058899
cliente_0096239836,comercio_8679285170,1,38.15,38.15,0,0.0,5.9831473e-05,1,1.0000598430633545
cliente_0096239836,comercio_9444132290,1,119.3,119.3,0,0.0,0.015598124,1,1.015598177909851
cliente_0103731764,comercio_0333950504,1,9.7,9.7,0,0.0,0.0027336811,1,1.0027337074279785
cliente_0103731764,comercio_0430539075,1,122.3,122.3,0,0.0,0.0010716761,1,1.0010716915130615
cliente_0103731764,comercio_0848636013,1,39.56,39.56,0,0.0,0.0011007835,1,1.001100778579712
cliente_0103731764,comercio_1148487350,1,808.9,808.9,0,0.0,0.81077427,1,1.810774326324463
cliente_0103731764,comercio_1323734564,1,35.3,35.3,0,0.0,0.0008106801,1,1.0008106231689453
cliente_0103731764,comercio_1365286006,1,9.73,9.73,0,0.0,0.00016135661,1,1.0001614093780518
cliente_0103731764,comercio_1717423236,1,9.8,9.8,0,0.0,0.0062780096,1,1.0062780380249023
cliente_0103731764,comercio_1747572000,1,86.14,86.14,0,0.0,0.003254955,1,1.003255009651184
cliente_0103731764,comercio_1931354031,1,8.95,8.95,0,0.0,0.032625746,1,1.0326257944107056
cliente_0103731764,comercio_2085102849,1,6.28,6.28,0,0.0,3.5138673e-05,1,1.0000351667404175
cliente_0103731764,comercio_2363911062,1,114.69,114.69,0,0.0,0.0004146575,1,1.0004146099090576
cliente_0103731764,comercio_2525700088,1,146.59,146.59,0,0.0,0.007964504,1,1.0079644918441772
cliente_0103731764,comercio_4135203853,1,110.1,110.1,0,0.0,0.00020812206,1,1.0002081394195557
cliente_0103731764,comercio_4194707135,1,147.15,147.15,0,0.0,0.023264911,1,1.0232648849487305
cliente_0103731764,comercio_4707299272,1,12.84,12.84,0,0.0,0.021993743,1,1.0219937562942505
cliente_0103731764,comercio_6187078679,1,6.95,6.95,0,0.0,1.3112732e-05,1,1.0000131130218506
cliente_0103731764,comercio_7153124526,1,23.59,23.59,0,0.0,0.0013316841,1,1.0013316869735718
cliente_0103731764,comercio_7421517730,1,15.21,15.21,0,0.0,0.010064324,1,1.0100643634796143
cliente_0103731764,comercio_7684699083,1,175.12,175.12,0,0.0,0.0024105178,1,1.0024105310440063
cliente_0103731764,comercio_7751321230,1,177.78,177.78,0,0.0,0.0022823622,1,1.0022823810577393
cliente_0103731764,comercio_8333736370,1,31.44,31.44,0,0.0,0.008601329,1,1.0086013078689575
cliente_0103731764,comercio_8575430088,1,463.39,463.39,0,0.0,0.07984426,1,1.0798442363739014
cliente_0105363408,comercio_0066104500,1,22.41,22.41,0,0.0,0.041707136,1,1.041707158088684
cliente_0105363408,comercio_0205743951,1,47.97,47.97,0,0.0,0.00044309723,1,1.0004431009292603
cliente_0105363408,comercio_0333950504,1,4.49,4.49,0,0.0,2.3412476e-05,1,1.000023365020752
cliente_0105363408,comercio_0469526350,1,74.19,74.19,0,0.0,0.002020923,1,1.0020209550857544
cliente_0105363408,comercio_0620702008,1,2.44,2.44,0,0.0,0.00085186376,1,1.0008518695831299
cliente_0105363408,comercio_0678311647,1,33.18,33.18,0,0.0,0.006800011,1,1.0068000555038452
cliente_0105363408,comercio_0821622800,1,5.68,5.68,0,0.0,0.0062729754,1,1.0062730312347412
cliente_0105363408,comercio_1192791818,1,7.68,7.68,0,0.0,4.1150503e-05,1,1.000041127204895
cliente_0105363408,comercio_1534017203,2,781.42,390.71,1,0.5,0.49253774,2,2.9850754737854004
cliente_0105363408,comercio_1664595543,1,78.93,78.93,0,0.0,0.0017863918,1,1.0017863512039185
cliente_0105363408,comercio_1919164434,1,8.13,8.13,0,0.0,0.029829448,1,1.029829502105713
cliente_0105363408,comercio_2336227487,1,2.25,2.25,0,0.0,0.002252097,1,1.0022521018981934
cliente_0105363408,comercio_2826745997,1,34.37,34.37,0,0.0,7.0326125e-05,1,1.000070333480835
cliente_0105363408,comercio_2889652634,1,43.56,43.56,0,0.0,0.0083354,1,1.0083353519439697
cliente_0105363408,comercio_3031834491,1,798.67,798.67,1,1.0,0.79351276,1,1.7935128211975098
cliente_0105363408,comercio_3131771934,1,2.29,2.29,0,0.0,0.0016991041,1,1.0016990900039673
cliente_0105363408,comercio_3415292876,1,31.25,31.25,0,0.0,0.003737204,1,1.003737211227417
cliente_0105363408,comercio_3566923394,2,87.32,43.66,0,0.0,0.0046621417,2,2.009324312210083
cliente_0105363408,comercio_3729897514,1,12.67,12.67,0,0.0,0.00020117749,1,1.0002012252807617
cliente_0105363408,comercio_3895276308,1,71.04,71.04,0,0.0,8.265086e-05,1,1.0000826120376587
cliente_0105363408,comercio_4440057419,1,109.36,109.36,0,0.0,0.0008575067,1,1.0008574724197388
cliente_0105363408,comercio_4735535653,1,56.79,56.79,0,0.0,0.0016039595,1,1.0016039609909058
cliente_0105363408,comercio_4790624355,1,15.91,15.91,0,0.0,0.14807485,1,1.1480748653411865
cliente_0105363408,comercio_4796061986,1,4.41,4.41,0,0.0,4.5720677e-05,1,1.0000457763671875
cliente_0105363408,comercio_4803101386,1,7.5,7.5,0,0.0,0.0047701783,1,1.0047701597213745
