node_id,tipo_nodo,nombre_comercio,categoria_comercio,in_degree,out_degree,degree,weighted_in_degree,weighted_out_degree,weighted_degree,pagerank,pagerank_riesgo
cliente_4567900084,cliente,,,0,15,15,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_0068543903,cliente,,,0,13,13,0.0,13.0,13.0,0.0004167183188762027,0.00041671831887620263
cliente_2529593574,cliente,,,0,47,47,0.0,49.0,49.0,0.0004167183188762027,0.00041671831887620263
cliente_3814653418,cliente,,,0,42,42,0.0,44.0,44.0,0.0004167183188762027,0.00041671831887620263
cliente_1107811842,cliente,,,0,24,24,0.0,24.0,24.0,0.0004167183188762027,0.00041671831887620263
cliente_9446848192,cliente,,,0,16,16,0.0,16.0,16.0,0.0004167183188762027,0.00041671831887620263
cliente_0916612689,cliente,,,0,49,49,0.0,51.0,51.0,0.0004167183188762027,0.00041671831887620263
cliente_3264500316,cliente,,,0,36,36,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_9601089618,cliente,,,0,14,14,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_0090100524,cliente,,,0,33,33,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_7462914037,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_7996877630,cliente,,,0,34,34,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_9124217611,cliente,,,0,34,34,0.0,35.0,35.0,0.0004167183188762027,0.00041671831887620263
cliente_3375493639,cliente,,,0,22,22,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_1120771126,cliente,,,0,27,27,0.0,27.0,27.0,0.0004167183188762027,0.00041671831887620263
cliente_6724941515,cliente,,,0,22,22,0.0,22.0,22.0,0.0004167183188762027,0.00041671831887620263
cliente_8628945912,cliente,,,0,31,31,0.0,31.0,31.0,0.0004167183188762027,0.00041671831887620263
cliente_5538743918,cliente,,,0,32,32,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_4806360909,cliente,,,0,43,43,0.0,43.0,43.0,0.0004167183188762027,0.00041671831887620263
cliente_8776880233,cliente,,,0,9,9,0.0,10.0,10.0,0.0004167183188762027,0.00041671831887620263
cliente_6288054369,cliente,,,0,33,33,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_4042956513,cliente,,,0,30,30,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_1088063596,cliente,,,0,17,17,0.0,17.0,17.0,0.0004167183188762027,0.00041671831887620263
cliente_9729637638,cliente,,,0,27,27,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_4062174580,cliente,,,0,21,21,0.0,22.0,22.0,0.0004167183188762027,0.00041671831887620263
cliente_3874207340,cliente,,,0,20,20,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_1401171224,cliente,,,0,51,51,0.0,53.0,53.0,0.0004167183188762027,0.00041671831887620263
cliente_9485477146,cliente,,,0,25,25,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_5453627693,cliente,,,0,39,39,0.0,40.0,40.0,0.0004167183188762027,0.00041671831887620263
cliente_5647243251,cliente,,,0,38,38,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_2193826008,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_8167040091,cliente,,,0,43,43,0.0,46.0,46.0,0.0004167183188762027,0.00041671831887620263
cliente_7046693814,cliente,,,0,12,12,0.0,12.0,12.0,0.0004167183188762027,0.00041671831887620263
cliente_9328409516,cliente,,,0,20,20,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_4730203076,cliente,,,0,11,11,0.0,11.0,11.0,0.0004167183188762027,0.00041671831887620263
cliente_1560554247,cliente,,,0,28,28,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_7021402906,cliente,,,0,33,33,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_3700562952,cliente,,,0,33,33,0.0,35.0,35.0,0.0004167183188762027,0.00041671831887620263
cliente_6583117405,cliente,,,0,34,34,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_7612192291,cliente,,,0,22,22,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_7774594413,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_1317270122,cliente,,,0,57,57,0.0,61.0,61.0,0.0004167183188762027,0.00041671831887620263
cliente_9496881866,cliente,,,0,4,4,0.0,4.0,4.0,0.0004167183188762027,0.00041671831887620263
cliente_0737134761,cliente,,,0,54,54,0.0,56.0,56.0,0.0004167183188762027,0.00041671831887620263
cliente_4657396455,cliente,,,0,29,29,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_5072665546,cliente,,,0,31,31,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_0105363408,cliente,,,0,51,51,0.0,53.0,53.0,0.0004167183188762027,0.00041671831887620263
cliente_6222426888,cliente,,,0,23,23,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_9281345435,cliente,,,0,11,11,0.0,12.0,12.0,0.0004167183188762027,0.00041671831887620263
cliente_1366230867,cliente,,,0,35,35,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_5357613189,cliente,,,0,37,37,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_7776622612,cliente,,,0,43,43,0.0,43.0,43.0,0.0004167183188762027,0.00041671831887620263
cliente_3370806202,cliente,,,0,27,27,0.0,27.0,27.0,0.0004167183188762027,0.00041671831887620263
cliente_4166042421,cliente,,,0,48,48,0.0,50.0,50.0,0.0004167183188762027,0.00041671831887620263
cliente_3140451348,cliente,,,0,26,26,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_4057839817,cliente,,,0,22,22,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_1270334597,cliente,,,0,44,44,0.0,45.0,45.0,0.0004167183188762027,0.00041671831887620263
cliente_1390148921,cliente,,,0,33,33,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_6642330971,cliente,,,0,45,45,0.0,46.0,46.0,0.0004167183188762027,0.00041671831887620263
cliente_0979560429,cliente,,,0,15,15,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_5795106387,cliente,,,0,25,25,0.0,25.0,25.0,0.0004167183188762027,0.00041671831887620263
cliente_0789808560,cliente,,,0,27,27,0.0,27.0,27.0,0.0004167183188762027,0.00041671831887620263
cliente_5482609762,cliente,,,0,57,57,0.0,61.0,61.0,0.0004167183188762027,0.00041671831887620263
cliente_1960661173,cliente,,,0,31,31,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_5606608481,cliente,,,0,22,22,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_6911487768,cliente,,,0,20,20,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_0875899640,cliente,,,0,33,33,0.0,35.0,35.0,0.0004167183188762027,0.00041671831887620263
cliente_4418958638,cliente,,,0,13,13,0.0,13.0,13.0,0.0004167183188762027,0.00041671831887620263
cliente_3597647757,cliente,,,0,32,32,0.0,36.0,36.0,0.0004167183188762027,0.00041671831887620263
cliente_5564945183,cliente,,,0,14,14,0.0,14.0,14.0,0.0004167183188762027,0.00041671831887620263
cliente_7022415758,cliente,,,0,31,31,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_4282879293,cliente,,,0,20,20,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_2661523004,cliente,,,0,19,19,0.0,19.0,19.0,0.0004167183188762027,0.00041671831887620263
cliente_2539608693,cliente,,,0,22,22,0.0,24.0,24.0,0.0004167183188762027,0.00041671831887620263
cliente_0870975846,cliente,,,0,30,30,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_7121470287,cliente,,,0,6,6,0.0,6.0,6.0,0.0004167183188762027,0.00041671831887620263
cliente_4245401050,cliente,,,0,34,34,0.0,35.0,35.0,0.0004167183188762027,0.00041671831887620263
cliente_7988850580,cliente,,,0,41,41,0.0,44.0,44.0,0.0004167183188762027,0.00041671831887620263
cliente_9928679763,cliente,,,0,32,32,0.0,35.0,35.0,0.0004167183188762027,0.00041671831887620263
cliente_9849397039,cliente,,,0,33,33,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_8149944333,cliente,,,0,38,38,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_3971338415,cliente,,,0,48,48,0.0,50.0,50.0,0.0004167183188762027,0.00041671831887620263
cliente_1285532224,cliente,,,0,39,39,0.0,39.0,39.0,0.0004167183188762027,0.00041671831887620263
cliente_5964237951,cliente,,,0,31,31,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_0037076618,cliente,,,0,18,18,0.0,18.0,18.0,0.0004167183188762027,0.00041671831887620263
cliente_3574515371,cliente,,,0,35,35,0.0,37.0,37.0,0.0004167183188762027,0.00041671831887620263
cliente_3556113262,cliente,,,0,34,34,0.0,36.0,36.0,0.0004167183188762027,0.00041671831887620263
cliente_2651736376,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_6298542684,cliente,,,0,19,19,0.0,19.0,19.0,0.0004167183188762027,0.00041671831887620263
cliente_7514387944,cliente,,,0,32,32,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_7916064935,cliente,,,0,14,14,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_2206262078,cliente,,,0,29,29,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_8988832242,cliente,,,0,32,32,0.0,36.0,36.0,0.0004167183188762027,0.00041671831887620263
cliente_1289127036,cliente,,,0,8,8,0.0,8.0,8.0,0.0004167183188762027,0.00041671831887620263
cliente_3647330019,cliente,,,0,14,14,0.0,14.0,14.0,0.0004167183188762027,0.00041671831887620263
cliente_6949108728,cliente,,,0,28,28,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_1337706031,cliente,,,0,31,31,0.0,31.0,31.0,0.0004167183188762027,0.00041671831887620263
cliente_7400636028,cliente,,,0,25,25,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_0819499925,cliente,,,0,36,36,0.0,37.0,37.0,0.0004167183188762027,0.00041671831887620263
cliente_7401664444,cliente,,,0,49,49,0.0,51.0,51.0,0.0004167183188762027,0.00041671831887620263
cliente_5650492277,cliente,,,0,14,14,0.0,14.0,14.0,0.0004167183188762027,0.00041671831887620263
cliente_6299721397,cliente,,,0,46,46,0.0,49.0,49.0,0.0004167183188762027,0.00041671831887620263
cliente_3367125500,cliente,,,0,24,24,0.0,24.0,24.0,0.0004167183188762027,0.00041671831887620263
cliente_2010955382,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_4963539688,cliente,,,0,33,33,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_4681008698,cliente,,,0,31,31,0.0,31.0,31.0,0.0004167183188762027,0.00041671831887620263
cliente_1472707268,cliente,,,0,52,52,0.0,53.0,53.0,0.0004167183188762027,0.00041671831887620263
cliente_0119496250,cliente,,,0,23,23,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_9408341514,cliente,,,0,25,25,0.0,27.0,27.0,0.0004167183188762027,0.00041671831887620263
cliente_3152831955,cliente,,,0,49,49,0.0,51.0,51.0,0.0004167183188762027,0.00041671831887620263
cliente_2001186329,cliente,,,0,27,27,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_4271628524,cliente,,,0,20,20,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_5048263000,cliente,,,0,43,43,0.0,46.0,46.0,0.0004167183188762027,0.00041671831887620263
cliente_9166483614,cliente,,,0,23,23,0.0,24.0,24.0,0.0004167183188762027,0.00041671831887620263
cliente_7547102633,cliente,,,0,26,26,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_9961748001,cliente,,,0,28,28,0.0,28.0,28.0,0.0004167183188762027,0.00041671831887620263
cliente_1724712761,cliente,,,0,13,13,0.0,13.0,13.0,0.0004167183188762027,0.00041671831887620263
cliente_0781976261,cliente,,,0,12,12,0.0,12.0,12.0,0.0004167183188762027,0.00041671831887620263
cliente_9242097435,cliente,,,0,26,26,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_3479567041,cliente,,,0,10,10,0.0,10.0,10.0,0.0004167183188762027,0.00041671831887620263
cliente_7295035300,cliente,,,0,33,33,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_0529448255,cliente,,,0,24,24,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_4301425814,cliente,,,0,41,41,0.0,43.0,43.0,0.0004167183188762027,0.00041671831887620263
cliente_3491623393,cliente,,,0,31,31,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_1371839313,cliente,,,0,49,49,0.0,54.0,54.0,0.0004167183188762027,0.00041671831887620263
cliente_5347216658,cliente,,,0,15,15,0.0,16.0,16.0,0.0004167183188762027,0.00041671831887620263
cliente_1402437740,cliente,,,0,32,32,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_9698896736,cliente,,,0,31,31,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_9866311209,cliente,,,0,32,32,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_0646551108,cliente,,,0,8,8,0.0,8.0,8.0,0.0004167183188762027,0.00041671831887620263
cliente_0429402526,cliente,,,0,13,13,0.0,13.0,13.0,0.0004167183188762027,0.00041671831887620263
cliente_1136569764,cliente,,,0,28,28,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_8759901914,cliente,,,0,46,46,0.0,49.0,49.0,0.0004167183188762027,0.00041671831887620263
cliente_0482169442,cliente,,,0,11,11,0.0,11.0,11.0,0.0004167183188762027,0.00041671831887620263
cliente_8923535592,cliente,,,0,29,29,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_3683599545,cliente,,,0,17,17,0.0,17.0,17.0,0.0004167183188762027,0.00041671831887620263
cliente_4860954128,cliente,,,0,21,21,0.0,21.0,21.0,0.0004167183188762027,0.00041671831887620263
cliente_3391238413,cliente,,,0,26,26,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_5894874598,cliente,,,0,6,6,0.0,6.0,6.0,0.0004167183188762027,0.00041671831887620263
cliente_6747445659,cliente,,,0,24,24,0.0,24.0,24.0,0.0004167183188762027,0.00041671831887620263
cliente_6090238369,cliente,,,0,25,25,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_4986214288,cliente,,,0,18,18,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_0252696664,cliente,,,0,8,8,0.0,8.0,8.0,0.0004167183188762027,0.00041671831887620263
cliente_9074860764,cliente,,,0,27,27,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_9701837553,cliente,,,0,15,15,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_0268895700,cliente,,,0,30,30,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_6948433183,cliente,,,0,51,51,0.0,52.0,52.0,0.0004167183188762027,0.00041671831887620263
cliente_4999425808,cliente,,,0,46,46,0.0,48.0,48.0,0.0004167183188762027,0.00041671831887620263
cliente_5619555869,cliente,,,0,33,33,0.0,33.0,33.0,0.0004167183188762027,0.00041671831887620263
cliente_8574220235,cliente,,,0,15,15,0.0,15.0,15.0,0.0004167183188762027,0.00041671831887620263
cliente_8335461489,cliente,,,0,10,10,0.0,10.0,10.0,0.0004167183188762027,0.00041671831887620263
cliente_8292269361,cliente,,,0,13,13,0.0,13.0,13.0,0.0004167183188762027,0.00041671831887620263
cliente_1675953192,cliente,,,0,30,30,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_7987369684,cliente,,,0,20,20,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_4537158475,cliente,,,0,42,42,0.0,42.0,42.0,0.0004167183188762027,0.00041671831887620263
cliente_1546514183,cliente,,,0,17,17,0.0,17.0,17.0,0.0004167183188762027,0.00041671831887620263
cliente_5912853601,cliente,,,0,14,14,0.0,14.0,14.0,0.0004167183188762027,0.00041671831887620263
cliente_2919097497,cliente,,,0,28,28,0.0,28.0,28.0,0.0004167183188762027,0.00041671831887620263
cliente_9316799764,cliente,,,0,36,36,0.0,37.0,37.0,0.0004167183188762027,0.00041671831887620263
cliente_7409634174,cliente,,,0,32,32,0.0,32.0,32.0,0.0004167183188762027,0.00041671831887620263
cliente_4849249315,cliente,,,0,23,23,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_3416177453,cliente,,,0,9,9,0.0,9.0,9.0,0.0004167183188762027,0.00041671831887620263
cliente_3727434655,cliente,,,0,28,28,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_5346150537,cliente,,,0,25,25,0.0,25.0,25.0,0.0004167183188762027,0.00041671831887620263
cliente_6850432708,cliente,,,0,25,25,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_4009604665,cliente,,,0,26,26,0.0,26.0,26.0,0.0004167183188762027,0.00041671831887620263
cliente_1427904802,cliente,,,0,30,30,0.0,30.0,30.0,0.0004167183188762027,0.00041671831887620263
cliente_7419262974,cliente,,,0,27,27,0.0,28.0,28.0,0.0004167183188762027,0.00041671831887620263
cliente_5357630789,cliente,,,0,19,19,0.0,20.0,20.0,0.0004167183188762027,0.00041671831887620263
cliente_9069103898,cliente,,,0,29,29,0.0,29.0,29.0,0.0004167183188762027,0.00041671831887620263
cliente_0591647670,cliente,,,0,9,9,0.0,9.0,9.0,0.0004167183188762027,0.00041671831887620263
cliente_6214512483,cliente,,,0,18,18,0.0,18.0,18.0,0.0004167183188762027,0.00041671831887620263
cliente_6315956085,cliente,,,0,24,24,0.0,25.0,25.0,0.0004167183188762027,0.00041671831887620263
cliente_1938984569,cliente,,,0,21,21,0.0,23.0,23.0,0.0004167183188762027,0.00041671831887620263
cliente_6278389187,cliente,,,0,37,37,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
cliente_0316261397,cliente,,,0,40,40,0.0,40.0,40.0,0.0004167183188762027,0.00041671831887620263
cliente_6657622597,cliente,,,0,49,49,0.0,50.0,50.0,0.0004167183188762027,0.00041671831887620263
cliente_6099660089,cliente,,,0,35,35,0.0,37.0,37.0,0.0004167183188762027,0.00041671831887620263
cliente_3366056590,cliente,,,0,44,44,0.0,45.0,45.0,0.0004167183188762027,0.00041671831887620263
cliente_9283478448,cliente,,,0,69,69,0.0,72.0,72.0,0.0004167183188762027,0.00041671831887620263
cliente_2153537274,cliente,,,0,33,33,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_7908839315,cliente,,,0,31,31,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_5127967297,cliente,,,0,34,34,0.0,34.0,34.0,0.0004167183188762027,0.00041671831887620263
cliente_3236147948,cliente,,,0,19,19,0.0,19.0,19.0,0.0004167183188762027,0.00041671831887620263
cliente_2378879400,cliente,,,0,36,36,0.0,38.0,38.0,0.0004167183188762027,0.00041671831887620263
