node_id,tipo_nodo,nombre_comercio,categoria_comercio,in_degree,out_degree,degree,weighted_in_degree,weighted_out_degree,weighted_degree
cliente_3370806202,cliente,,,0,27,27,0.0,27.0,27.0
cliente_4166042421,cliente,,,0,48,48,0.0,50.0,50.0
cliente_3140451348,cliente,,,0,26,26,0.0,26.0,26.0
cliente_4057839817,cliente,,,0,22,22,0.0,23.0,23.0
cliente_1270334597,cliente,,,0,44,44,0.0,45.0,45.0
cliente_1390148921,cliente,,,0,33,33,0.0,33.0,33.0
cliente_6642330971,cliente,,,0,45,45,0.0,46.0,46.0
cliente_0979560429,cliente,,,0,15,15,0.0,15.0,15.0
cliente_5795106387,cliente,,,0,25,25,0.0,25.0,25.0
cliente_0789808560,cliente,,,0,27,27,0.0,27.0,27.0
cliente_5482609762,cliente,,,0,57,57,0.0,61.0,61.0
cliente_1960661173,cliente,,,0,31,31,0.0,32.0,32.0
cliente_5606608481,cliente,,,0,22,22,0.0,23.0,23.0
cliente_6911487768,cliente,,,0,20,20,0.0,21.0,21.0
cliente_0875899640,cliente,,,0,33,33,0.0,35.0,35.0
cliente_4418958638,cliente,,,0,13,13,0.0,13.0,13.0
cliente_3597647757,cliente,,,0,32,32,0.0,36.0,36.0
cliente_5564945183,cliente,,,0,14,14,0.0,14.0,14.0
cliente_7022415758,cliente,,,0,31,31,0.0,32.0,32.0
cliente_4282879293,cliente,,,0,20,20,0.0,21.0,21.0
cliente_2661523004,cliente,,,0,19,19,0.0,19.0,19.0
cliente_2539608693,cliente,,,0,22,22,0.0,24.0,24.0
cliente_0870975846,cliente,,,0,30,30,0.0,32.0,32.0
cliente_7121470287,cliente,,,0,6,6,0.0,6.0,6.0
cliente_4245401050,cliente,,,0,34,34,0.0,35.0,35.0
cliente_7988850580,cliente,,,0,41,41,0.0,44.0,44.0
cliente_9928679763,cliente,,,0,32,32,0.0,35.0,35.0
cliente_9849397039,cliente,,,0,33,33,0.0,34.0,34.0
cliente_8149944333,cliente,,,0,38,38,0.0,38.0,38.0
cliente_3971338415,cliente,,,0,48,48,0.0,50.0,50.0
cliente_1285532224,cliente,,,0,39,39,0.0,39.0,39.0
cliente_5964237951,cliente,,,0,31,31,0.0,32.0,32.0
cliente_0037076618,cliente,,,0,18,18,0.0,18.0,18.0
cliente_3574515371,cliente,,,0,35,35,0.0,37.0,37.0
cliente_3556113262,cliente,,,0,34,34,0.0,36.0,36.0
cliente_2651736376,cliente,,,0,21,21,0.0,21.0,21.0
cliente_6298542684,cliente,,,0,19,19,0.0,19.0,19.0
cliente_7514387944,cliente,,,0,32,32,0.0,33.0,33.0
cliente_7916064935,cliente,,,0,14,14,0.0,15.0,15.0
cliente_2206262078,cliente,,,0,29,29,0.0,29.0,29.0
cliente_8988832242,cliente,,,0,32,32,0.0,36.0,36.0
cliente_1289127036,cliente,,,0,8,8,0.0,8.0,8.0
cliente_3647330019,cliente,,,0,14,14,0.0,14.0,14.0
cliente_6949108728,cliente,,,0,28,28,0.0,29.0,29.0
cliente_1337706031,cliente,,,0,31,31,0.0,31.0,31.0
cliente_7400636028,cliente,,,0,25,25,0.0,26.0,26.0
cliente_0819499925,cliente,,,0,36,36,0.0,37.0,37.0
cliente_7401664444,cliente,,,0,49,49,0.0,51.0,51.0
cliente_5650492277,cliente,,,0,14,14,0.0,14.0,14.0
cliente_6299721397,cliente,,,0,46,46,0.0,49.0,49.0
cliente_3367125500,cliente,,,0,24,24,0.0,24.0,24.0
cliente_2010955382,cliente,,,0,21,21,0.0,21.0,21.0
cliente_4963539688,cliente,,,0,33,33,0.0,34.0,34.0
cliente_4681008698,cliente,,,0,31,31,0.0,31.0,31.0
cliente_1472707268,cliente,,,0,52,52,0.0,53.0,53.0
cliente_0119496250,cliente,,,0,23,23,0.0,23.0,23.0
cliente_9408341514,cliente,,,0,25,25,0.0,27.0,27.0
cliente_3152831955,cliente,,,0,49,49,0.0,51.0,51.0
cliente_2001186329,cliente,,,0,27,27,0.0,29.0,29.0
cliente_4271628524,cliente,,,0,20,20,0.0,20.0,20.0
cliente_5048263000,cliente,,,0,43,43,0.0,46.0,46.0
cliente_9166483614,cliente,,,0,23,23,0.0,24.0,24.0
cliente_7547102633,cliente,,,0,26,26,0.0,26.0,26.0
cliente_9961748001,cliente,,,0,28,28,0.0,28.0,28.0
cliente_1724712761,cliente,,,0,13,13,0.0,13.0,13.0
cliente_0781976261,cliente,,,0,12,12,0.0,12.0,12.0
cliente_9242097435,cliente,,,0,26,26,0.0,26.0,26.0
cliente_3479567041,cliente,,,0,10,10,0.0,10.0,10.0
cliente_7295035300,cliente,,,0,33,33,0.0,33.0,33.0
cliente_0529448255,cliente,,,0,24,24,0.0,26.0,26.0
cliente_4301425814,cliente,,,0,41,41,0.0,43.0,43.0
cliente_3491623393,cliente,,,0,31,31,0.0,32.0,32.0
cliente_1371839313,cliente,,,0,49,49,0.0,54.0,54.0
cliente_5347216658,cliente,,,0,15,15,0.0,16.0,16.0
cliente_1402437740,cliente,,,0,32,32,0.0,32.0,32.0
cliente_9698896736,cliente,,,0,31,31,0.0,33.0,33.0
cliente_9866311209,cliente,,,0,32,32,0.0,32.0,32.0
cliente_0646551108,cliente,,,0,8,8,0.0,8.0,8.0
cliente_0429402526,cliente,,,0,13,13,0.0,13.0,13.0
cliente_1136569764,cliente,,,0,28,28,0.0,30.0,30.0
cliente_8759901914,cliente,,,0,46,46,0.0,49.0,49.0
cliente_0482169442,cliente,,,0,11,11,0.0,11.0,11.0
cliente_8923535592,cliente,,,0,29,29,0.0,30.0,30.0
cliente_3683599545,cliente,,,0,17,17,0.0,17.0,17.0
cliente_4860954128,cliente,,,0,21,21,0.0,21.0,21.0
cliente_3391238413,cliente,,,0,26,26,0.0,26.0,26.0
cliente_5894874598,cliente,,,0,6,6,0.0,6.0,6.0
cliente_6747445659,cliente,,,0,24,24,0.0,24.0,24.0
cliente_6090238369,cliente,,,0,25,25,0.0,26.0,26.0
cliente_4986214288,cliente,,,0,18,18,0.0,20.0,20.0
cliente_0252696664,cliente,,,0,8,8,0.0,8.0,8.0
cliente_9074860764,cliente,,,0,27,27,0.0,29.0,29.0
cliente_9701837553,cliente,,,0,15,15,0.0,15.0,15.0
cliente_0268895700,cliente,,,0,30,30,0.0,30.0,30.0
cliente_6948433183,cliente,,,0,51,51,0.0,52.0,52.0
cliente_4999425808,cliente,,,0,46,46,0.0,48.0,48.0
cliente_5619555869,cliente,,,0,33,33,0.0,33.0,33.0
cliente_8574220235,cliente,,,0,15,15,0.0,15.0,15.0
cliente_8335461489,cliente,,,0,10,10,0.0,10.0,10.0
cliente_8292269361,cliente,,,0,13,13,0.0,13.0,13.0
cliente_1675953192,cliente,,,0,30,30,0.0,30.0,30.0
cliente_7987369684,cliente,,,0,20,20,0.0,20.0,20.0
cliente_4537158475,cliente,,,0,42,42,0.0,42.0,42.0
cliente_1546514183,cliente,,,0,17,17,0.0,17.0,17.0
cliente_5912853601,cliente,,,0,14,14,0.0,14.0,14.0
cliente_2919097497,cliente,,,0,28,28,0.0,28.0,28.0
cliente_9316799764,cliente,,,0,36,36,0.0,37.0,37.0
cliente_7409634174,cliente,,,0,32,32,0.0,32.0,32.0
cliente_4849249315,cliente,,,0,23,23,0.0,23.0,23.0
cliente_3416177453,cliente,,,0,9,9,0.0,9.0,9.0
cliente_3727434655,cliente,,,0,28,28,0.0,29.0,29.0
cliente_5346150537,cliente,,,0,25,25,0.0,25.0,25.0
cliente_6850432708,cliente,,,0,25,25,0.0,26.0,26.0
cliente_4009604665,cliente,,,0,26,26,0.0,26.0,26.0
cliente_1427904802,cliente,,,0,30,30,0.0,30.0,30.0
cliente_7419262974,cliente,,,0,27,27,0.0,28.0,28.0
cliente_5357630789,cliente,,,0,19,19,0.0,20.0,20.0
cliente_9069103898,cliente,,,0,29,29,0.0,29.0,29.0
cliente_0591647670,cliente,,,0,9,9,0.0,9.0,9.0
cliente_6214512483,cliente,,,0,18,18,0.0,18.0,18.0
cliente_6315956085,cliente,,,0,24,24,0.0,25.0,25.0
cliente_1938984569,cliente,,,0,21,21,0.0,23.0,23.0
cliente_6278389187,cliente,,,0,37,37,0.0,38.0,38.0
cliente_0316261397,cliente,,,0,40,40,0.0,40.0,40.0
cliente_6657622597,cliente,,,0,49,49,0.0,50.0,50.0
cliente_6099660089,cliente,,,0,35,35,0.0,37.0,37.0
cliente_3366056590,cliente,,,0,44,44,0.0,45.0,45.0
cliente_9283478448,cliente,,,0,69,69,0.0,72.0,72.0
cliente_2153537274,cliente,,,0,33,33,0.0,34.0,34.0
cliente_7908839315,cliente,,,0,31,31,0.0,34.0,34.0
cliente_5127967297,cliente,,,0,34,34,0.0,34.0,34.0
cliente_3236147948,cliente,,,0,19,19,0.0,19.0,19.0
cliente_2378879400,cliente,,,0,36,36,0.0,38.0,38.0
cliente_5341236059,cliente,,,0,27,27,0.0,28.0,28.0
cliente_9890237117,cliente,,,0,21,21,0.0,21.0,21.0
cliente_2295398057,cliente,,,0,45,45,0.0,46.0,46.0
cliente_0694085635,cliente,,,0,32,32,0.0,32.0,32.0
cliente_7090915822,cliente,,,0,16,16,0.0,16.0,16.0
cliente_8742637543,cliente,,,0,15,15,0.0,15.0,15.0
cliente_0052427593,cliente,,,0,33,33,0.0,36.0,36.0
cliente_1609503233,cliente,,,0,27,27,0.0,27.0,27.0
cliente_2916323714,cliente,,,0,32,32,0.0,34.0,34.0
cliente_1891369234,cliente,,,0,14,14,0.0,15.0,15.0
cliente_3631310508,cliente,,,0,10,10,0.0,10.0,10.0
cliente_4952725802,cliente,,,0,17,17,0.0,17.0,17.0
cliente_4172282077,cliente,,,0,25,25,0.0,25.0,25.0
cliente_7952266491,cliente,,,0,26,26,0.0,26.0,26.0
cliente_5868819820,cliente,,,0,22,22,0.0,23.0,23.0
cliente_3283824862,cliente,,,0,22,22,0.0,23.0,23.0
cliente_9268830077,cliente,,,0,27,27,0.0,29.0,29.0
cliente_7460398295,cliente,,,0,40,40,0.0,40.0,40.0
cliente_0179367055,cliente,,,0,30,30,0.0,31.0,31.0
cliente_5197431240,cliente,,,0,51,51,0.0,56.0,56.0
cliente_5424188063,cliente,,,0,33,33,0.0,35.0,35.0
cliente_8201553415,cliente,,,0,8,8,0.0,8.0,8.0
cliente_2779435573,cliente,,,0,26,26,0.0,26.0,26.0
cliente_8392609160,cliente,,,0,49,49,0.0,50.0,50.0
cliente_2234879123,cliente,,,0,13,13,0.0,13.0,13.0
cliente_6415415904,cliente,,,0,19,19,0.0,20.0,20.0
cliente_8502556811,cliente,,,0,25,25,0.0,26.0,26.0
cliente_6192181549,cliente,,,0,6,6,0.0,6.0,6.0
cliente_8084921861,cliente,,,0,18,18,0.0,18.0,18.0
cliente_3160833744,cliente,,,0,15,15,0.0,15.0,15.0
cliente_5958577333,cliente,,,0,19,19,0.0,19.0,19.0
cliente_5765063371,cliente,,,0,24,24,0.0,24.0,24.0
cliente_7234931555,cliente,,,0,21,21,0.0,21.0,21.0
cliente_6769302594,cliente,,,0,9,9,0.0,9.0,9.0
cliente_2069595533,cliente,,,0,28,28,0.0,29.0,29.0
cliente_8428418772,cliente,,,0,13,13,0.0,13.0,13.0
cliente_1278392792,cliente,,,0,15,15,0.0,16.0,16.0
cliente_1356946209,cliente,,,0,18,18,0.0,19.0,19.0
cliente_1765723542,cliente,,,0,36,36,0.0,36.0,36.0
cliente_5514390515,cliente,,,0,21,21,0.0,21.0,21.0
cliente_6258410119,cliente,,,0,18,18,0.0,20.0,20.0
cliente_1457403395,cliente,,,0,8,8,0.0,8.0,8.0
cliente_1724282673,cliente,,,0,20,20,0.0,20.0,20.0
cliente_5843228601,cliente,,,0,3,3,0.0,3.0,3.0
cliente_0305020738,cliente,,,0,6,6,0.0,6.0,6.0
cliente_6543118071,cliente,,,0,12,12,0.0,12.0,12.0
cliente_9751725919,cliente,,,0,15,15,0.0,16.0,16.0
cliente_2645733359,cliente,,,0,30,30,0.0,30.0,30.0
cliente_5822084536,cliente,,,0,20,20,0.0,20.0,20.0
cliente_3386695097,cliente,,,0,66,66,0.0,70.0,70.0
cliente_0800031675,cliente,,,0,29,29,0.0,29.0,29.0
cliente_2191177584,cliente,,,0,31,31,0.0,32.0,32.0
cliente_0030554736,cliente,,,0,14,14,0.0,14.0,14.0
cliente_1974610207,cliente,,,0,27,27,0.0,29.0,29.0
cliente_6397245149,cliente,,,0,35,35,0.0,35.0,35.0
cliente_4104703475,cliente,,,0,46,46,0.0,47.0,47.0
cliente_7499781234,cliente,,,0,16,16,0.0,16.0,16.0
cliente_8285520860,cliente,,,0,16,16,0.0,17.0,17.0
cliente_9222999124,cliente,,,0,40,40,0.0,41.0,41.0
cliente_9680835550,cliente,,,0,30,30,0.0,30.0,30.0
cliente_6138037114,cliente,,,0,12,12,0.0,12.0,12.0
cliente_6842871443,cliente,,,0,13,13,0.0,13.0,13.0
cliente_5917828637,cliente,,,0,26,26,0.0,26.0,26.0
cliente_5122937365,cliente,,,0,6,6,0.0,7.0,7.0
cliente_2616231967,cliente,,,0,24,24,0.0,25.0,25.0
cliente_6776833603,cliente,,,0,27,27,0.0,27.0,27.0
cliente_1552289806,cliente,,,0,47,47,0.0,49.0,49.0
cliente_6361051442,cliente,,,0,14,14,0.0,14.0,14.0
cliente_9979092476,cliente,,,0,30,30,0.0,30.0,30.0
cliente_2191260539,cliente,,,0,55,55,0.0,56.0,56.0
cliente_1153315403,cliente,,,0,3,3,0.0,3.0,3.0
cliente_0934395656,cliente,,,0,28,28,0.0,28.0,28.0
cliente_9017315533,cliente,,,0,25,25,0.0,25.0,25.0
cliente_7495051024,cliente,,,0,23,23,0.0,23.0,23.0
cliente_2814557832,cliente,,,0,38,38,0.0,41.0,41.0
cliente_5869672757,cliente,,,0,45,45,0.0,46.0,46.0
cliente_6998019746,cliente,,,0,7,7,0.0,7.0,7.0
cliente_3789956401,cliente,,,0,21,21,0.0,21.0,21.0
cliente_7875665482,cliente,,,0,19,19,0.0,19.0,19.0
cliente_0243078808,cliente,,,0,26,26,0.0,26.0,26.0
cliente_5502988139,cliente,,,0,35,35,0.0,35.0,35.0
cliente_5922183708,cliente,,,0,43,43,0.0,44.0,44.0
cliente_3514758540,cliente,,,0,21,21,0.0,21.0,21.0
cliente_9518928622,cliente,,,0,47,47,0.0,50.0,50.0
cliente_8297569256,cliente,,,0,28,28,0.0,29.0,29.0
cliente_9714254016,cliente,,,0,20,20,0.0,21.0,21.0
cliente_8480467384,cliente,,,0,8,8,0.0,8.0,8.0
cliente_5776461519,cliente,,,0,18,18,0.0,18.0,18.0
cliente_1775528307,cliente,,,0,6,6,0.0,6.0,6.0
cliente_1773712801,cliente,,,0,6,6,0.0,6.0,6.0
cliente_2874036976,cliente,,,0,25,25,0.0,25.0,25.0
cliente_2160021100,cliente,,,0,22,22,0.0,23.0,23.0
cliente_6671435415,cliente,,,0,8,8,0.0,8.0,8.0
cliente_1203203875,cliente,,,0,12,12,0.0,12.0,12.0
cliente_1900446510,cliente,,,0,47,47,0.0,47.0,47.0
cliente_1223084448,cliente,,,0,34,34,0.0,34.0,34.0
cliente_3632602641,cliente,,,0,49,49,0.0,51.0,51.0
cliente_7862574002,cliente,,,0,26,26,0.0,26.0,26.0
cliente_3665576354,cliente,,,0,18,18,0.0,19.0,19.0
cliente_9862686329,cliente,,,0,16,16,0.0,16.0,16.0
cliente_8488122392,cliente,,,0,30,30,0.0,32.0,32.0
cliente_1422405233,cliente,,,0,29,29,0.0,31.0,31.0
cliente_8611068020,cliente,,,0,15,15,0.0,15.0,15.0
cliente_2056986787,cliente,,,0,21,21,0.0,22.0,22.0
cliente_9045362380,cliente,,,0,21,21,0.0,21.0,21.0
cliente_3881676107,cliente,,,0,16,16,0.0,16.0,16.0
cliente_5231743013,cliente,,,0,34,34,0.0,36.0,36.0
cliente_3037176819,cliente,,,0,24,24,0.0,25.0,25.0
cliente_2308915718,cliente,,,0,6,6,0.0,6.0,6.0
cliente_9140167311,cliente,,,0,39,39,0.0,42.0,42.0
cliente_1432910460,cliente,,,0,13,13,0.0,13.0,13.0
cliente_4892683156,cliente,,,0,18,18,0.0,19.0,19.0
cliente_7109933294,cliente,,,0,35,35,0.0,36.0,36.0
cliente_7000356118,cliente,,,0,22,22,0.0,22.0,22.0
cliente_7979297126,cliente,,,0,22,22,0.0,23.0,23.0
cliente_2093471396,cliente,,,0,16,16,0.0,16.0,16.0
cliente_4102205066,cliente,,,0,37,37,0.0,38.0,38.0
cliente_9552844894,cliente,,,0,7,7,0.0,7.0,7.0
cliente_7549674183,cliente,,,0,9,9,0.0,9.0,9.0
cliente_5534721112,cliente,,,0,21,21,0.0,21.0,21.0
cliente_7837310211,cliente,,,0,18,18,0.0,18.0,18.0
cliente_3872897353,cliente,,,0,29,29,0.0,29.0,29.0
cliente_8881054342,cliente,,,0,22,22,0.0,22.0,22.0
cliente_9503752981,cliente,,,0,27,27,0.0,27.0,27.0
cliente_7140695722,cliente,,,0,34,34,0.0,36.0,36.0
cliente_3033027651,cliente,,,0,29,29,0.0,29.0,29.0
cliente_6369248945,cliente,,,0,26,26,0.0,26.0,26.0
cliente_4508125061,cliente,,,0,7,7,0.0,7.0,7.0
cliente_8025385140,cliente,,,0,21,21,0.0,21.0,21.0
cliente_6687512336,cliente,,,0,43,43,0.0,46.0,46.0
cliente_3932282498,cliente,,,0,5,5,0.0,5.0,5.0
cliente_1568552314,cliente,,,0,8,8,0.0,8.0,8.0
cliente_3535491081,cliente,,,0,20,20,0.0,20.0,20.0
cliente_0351456770,cliente,,,0,16,16,0.0,16.0,16.0
cliente_2074354511,cliente,,,0,17,17,0.0,17.0,17.0
cliente_2528049002,cliente,,,0,23,23,0.0,23.0,23.0
cliente_6598872771,cliente,,,0,12,12,0.0,12.0,12.0
cliente_4494733028,cliente,,,0,32,32,0.0,33.0,33.0
cliente_7795229768,cliente,,,0,38,38,0.0,39.0,39.0
cliente_9732943894,cliente,,,0,18,18,0.0,18.0,18.0
cliente_5101159389,cliente,,,0,9,9,0.0,9.0,9.0
cliente_8872182153,cliente,,,0,27,27,0.0,28.0,28.0
cliente_9023061060,cliente,,,0,43,43,0.0,44.0,44.0
cliente_4866149761,cliente,,,0,22,22,0.0,22.0,22.0
cliente_5605993617,cliente,,,0,16,16,0.0,17.0,17.0
cliente_9945213618,cliente,,,0,14,14,0.0,15.0,15.0
cliente_8367272109,cliente,,,0,49,49,0.0,51.0,51.0
cliente_8660087110,cliente,,,0,24,24,0.0,24.0,24.0
cliente_8847908598,cliente,,,0,27,27,0.0,27.0,27.0
cliente_7474933451,cliente,,,0,19,19,0.0,19.0,19.0
cliente_1250188364,cliente,,,0,18,18,0.0,18.0,18.0
cliente_8704165210,cliente,,,0,38,38,0.0,38.0,38.0
cliente_4262030056,cliente,,,0,27,27,0.0,27.0,27.0
cliente_1416981956,cliente,,,0,24,24,0.0,24.0,24.0
cliente_2343880732,cliente,,,0,25,25,0.0,25.0,25.0
cliente_5533885353,cliente,,,0,12,12,0.0,13.0,13.0
cliente_8185973489,cliente,,,0,62,62,0.0,63.0,63.0
cliente_6525073905,cliente,,,0,19,19,0.0,19.0,19.0
cliente_8281085215,cliente,,,0,18,18,0.0,19.0,19.0
