comercio_id,comercio,n_transacciones,monto_total,monto_promedio,fraudes,tasa_fraude,score_modelo_promedio,weighted_in_degree,pagerank,pagerank_riesgo,rank_grafo_pagerank,rank_grafo_riesgo,rank_popularidad,rank_monto,rank_modelo
comercio_0197813740,fraud_Bauch-Blanda,33,1913.95,57.99848484848485,1,0.030303030303030304,0.029594053,33.0,0.0008498132717552171,0.000832339101406382,403,412,262,385,452
comercio_0200439779,fraud_Brown-Greenholt,29,2179.43,75.15275862068965,1,0.034482758620689655,0.03668256,29.0,0.0007938634273543425,0.0007836675709311674,481,491,373,331,383
comercio_0205545305,"fraud_Schaefer, Maggio and Daugherty",43,2632.53,61.22162790697675,3,0.06976744186046512,0.06791653,43.0,0.0011261066194736113,0.00111914485019134,62,74,82,256,249
comercio_0205743951,fraud_Bins-Rice,30,1701.36,56.711999999999996,4,0.13333333333333333,0.1275719,30.0,0.0009184666764882033,0.0009238753533946672,288,281,334,427,165
comercio_0206757515,fraud_Little Ltd,35,1620.62,46.30342857142857,4,0.11428571428571428,0.03589916,35.0,0.0009625607858801624,0.0009362365746323397,235,266,213,443,387
comercio_0206988999,"fraud_Streich, Rolfson and Wilderman",35,1568.99,44.82828571428571,3,0.08571428571428572,0.060803708,35.0,0.0010357235664764603,0.001033733326976803,150,156,214,463,264
comercio_0304345686,fraud_Kerluke PLC,30,2538.73,84.62433333333334,2,0.06666666666666667,0.0830792,30.0,0.0010170917378573422,0.0010215329868260518,170,172,335,267,215
comercio_0333950504,fraud_Cormier LLC,65,8213.42,126.3603076923077,5,0.07692307692307693,0.08734704,65.0,0.0014142413026591377,0.0014298191684724859,3,3,3,68,209
comercio_0347539912,fraud_Torp-Labadie,38,2194.25,57.74342105263158,3,0.07894736842105263,0.077023916,38.0,0.0009559611828398657,0.0009409826854404249,245,261,153,325,228
comercio_0359308500,fraud_Hammes-Beatty,34,1732.02,50.94176470588235,0,0.0,0.013916604,34.0,0.0012528520371622085,0.001254872274974433,17,24,240,421,590
comercio_0366943589,fraud_Runolfsson and Sons,18,902.38,50.132222222222225,1,0.05555555555555555,0.0179841,18.0,0.0007177143861001578,0.0006978110829759719,571,584,587,619,555
comercio_0371607890,fraud_Gerhold LLC,32,1357.95,42.4359375,0,0.0,0.0004539778,32.0,0.0009067434093540308,0.0008757596976973464,306,344,280,513,693
comercio_0412127573,fraud_Morissette-Schaefer,23,1365.3799999999999,59.36434782608695,1,0.043478260869565216,0.030393137,23.0,0.001023291591379972,0.0010240485664710015,163,168,520,512,443
comercio_0430539075,fraud_Spencer PLC,27,2868.03,106.22333333333334,1,0.037037037037037035,0.05675709,27.0,0.0008032290791453712,0.000805127732979841,463,449,419,234,277
comercio_0444705653,fraud_Padberg-Sauer,30,1458.01,48.60033333333333,0,0.0,0.0010061344,30.0,0.0008409979689073435,0.0008230557382893876,411,427,336,484,685
comercio_0460934538,fraud_Labadie LLC,28,953.14,34.04071428571429,0,0.0,0.01337946,28.0,0.0008402328263373194,0.0008154066352401091,412,438,400,611,597
comercio_0469526350,fraud_Abbott-Rogahn,36,2362.31,65.61972222222222,1,0.027777777777777776,0.029915316,36.0,0.0009058545399693243,0.0008886985069795591,308,326,194,291,447
comercio_0470453485,"fraud_Champlin, Rolfson and Connelly",17,569.51,33.50058823529412,0,0.0,0.0134633565,17.0,0.0007078954599462362,0.0007057718708825524,577,578,601,672,594
comercio_0493192773,fraud_Jerde-Hermann,16,505.46,31.59125,1,0.0625,0.027003288,16.0,0.0007077424831702014,0.0007052679170167518,578,579,612,680,475
comercio_0494956763,"fraud_Harris, Gusikowski and Heaney",12,597.47,49.78916666666667,3,0.25,0.11633685,12.0,0.0005837779192008556,0.0005794375936135621,666,669,656,668,171
comercio_0507067894,"fraud_Tillman, Fritsch and Schmitt",28,3844.84,137.31571428571428,3,0.10714285714285714,0.1311037,28.0,0.0008346818354713264,0.000839913879559544,420,402,401,183,162
comercio_0507693385,fraud_Hamill-Daugherty,20,875.24,43.762,0,0.0,0.0070659644,20.0,0.0006662940254782589,0.0006544121772298347,606,612,553,623,639
comercio_0516515132,fraud_Emmerich-Rau,30,1034.71,34.49033333333333,3,0.1,0.042629607,30.0,0.0008593339666370653,0.0008538211820441447,379,378,337,595,350
comercio_0615606470,fraud_O'Connell-Ullrich,39,1958.02,50.20564102564102,0,0.0,0.0013924764,39.0,0.0010444361006581506,0.0010088093026084665,138,183,137,379,680
comercio_0620702008,fraud_Zboncak LLC,35,1187.7,33.934285714285714,1,0.02857142857142857,0.026801994,35.0,0.0008538077926050556,0.0008452076246556478,391,393,215,552,478
comercio_0671969025,fraud_Block-Parisian,20,3706.1800000000003,185.30900000000003,3,0.15,0.14390834,20.0,0.0006447319863400377,0.0006682621944654753,623,603,554,191,155
comercio_0674434393,fraud_Rowe-Vandervort,18,981.32,54.51777777777778,1,0.05555555555555555,0.020403884,18.0,0.0006945550246030579,0.0006759895377324897,590,597,588,606,532
comercio_0675525750,fraud_Macejkovic-Lesch,39,8231.77,211.07102564102564,7,0.1794871794871795,0.17979129,39.0,0.0010185650795006696,0.0010222500948962809,169,169,138,67,116
comercio_0678311647,fraud_Kling-Grant,13,708.75,54.51923076923077,0,0.0,0.0035067813,13.0,0.0006086248959319404,0.0006059979674425596,648,647,646,648,662
comercio_0684315605,fraud_Larson-Moen,30,1960.66,65.35533333333333,0,0.0,0.004138018,30.0,0.0008325012790970531,0.00081266208836997,424,441,338,378,660
comercio_0685408660,fraud_Tromp Group,13,1054.19,81.09153846153846,1,0.07692307692307693,0.022557195,13.0,0.0006454426638056532,0.0006335489853947236,621,629,647,591,513
comercio_0748609734,"fraud_Casper, Hand and Zulauf",30,4471.96,149.06533333333334,6,0.2,0.19202672,30.0,0.0008812202072827561,0.0009087568627253643,351,302,339,175,107
comercio_0750551814,"fraud_Conroy, Balistreri and Gorczany",25,1388.37,55.5348,2,0.08,0.033871487,25.0,0.0007715467439163765,0.0007632782040326253,508,511,466,505,404
comercio_0763297353,"fraud_Connelly, Reichert and Fritsch",47,2954.11,62.85340425531915,2,0.0425531914893617,0.026156737,47.0,0.0011925559146046855,0.0011633633599817217,32,49,37,223,485
comercio_0768941686,"fraud_Gutmann, McLaughlin and Wiza",40,2291.33,57.283249999999995,0,0.0,0.028601635,40.0,0.0011007150491845954,0.001087526217747371,80,98,126,308,460
comercio_0799686475,fraud_Jast and Sons,19,1237.37,65.12473684210526,0,0.0,0.009947004,19.0,0.0007357688077293164,0.0007297223154507187,547,553,567,543,620
comercio_0821622800,fraud_Kilback Group,32,1836.48,57.39,0,0.0,0.031188337,32.0,0.0007950965346189958,0.0007903675213741729,479,473,281,397,433
comercio_0848636013,fraud_Waelchi Inc,45,2665.61,59.235777777777784,0,0.0,0.023612525,45.0,0.0010719954363514145,0.0010676498354675345,109,114,52,254,502
comercio_0862765991,"fraud_Willms, Kris and Bergnaum",36,5152.36,143.1211111111111,3,0.08333333333333333,0.073380835,36.0,0.0010030476969476057,0.0009946975384606154,188,201,195,162,236
comercio_0863647370,"fraud_Stroman, Hudson and Erdman",46,2718.89,59.10630434782608,5,0.10869565217391304,0.09363129,46.0,0.0012134881223029221,0.0012068329052635838,26,30,45,244,200
comercio_0868776462,"fraud_McCullough, Hudson and Schuster",31,1583.84,51.0916129032258,0,0.0,0.009861077,31.0,0.000861754149660439,0.000851798825942273,375,381,309,458,621
comercio_0881783210,fraud_Kihn Inc,29,3304.3700000000003,113.94379310344829,3,0.10344827586206896,0.100503616,29.0,0.0009092448366324595,0.0009030738739832613,304,308,374,207,190
comercio_0888147846,fraud_Schoen Ltd,39,1703.31,43.674615384615386,0,0.0,0.029148836,39.0,0.0009868638257056462,0.0009839681745935857,205,209,139,425,456
comercio_0943955176,fraud_Ernser-Lynch,37,1752.95,47.377027027027026,1,0.02702702702702703,0.017652778,37.0,0.0009475584897707005,0.0009278521626490453,255,273,175,416,557
comercio_0945287598,"fraud_Nitzsche, Kessler and Wolff",24,4824.67,201.02791666666667,4,0.16666666666666666,0.16182463,24.0,0.0008293235546966693,0.0008381944164608932,427,405,490,165,135
comercio_0946981146,fraud_Dibbert and Sons,20,1268.78,63.439,0,0.0,0.002750957,20.0,0.0007983691569034261,0.0007734285547222452,473,501,555,532,669
comercio_0953093463,"fraud_Kuhic, Bins and Pfeffer",32,10062.7,314.459375,8,0.25,0.21921752,32.0,0.0009108395869112704,0.000926829672038293,299,278,282,40,77
comercio_0962573902,fraud_Jast-McDermott,38,4572.93,120.34026315789474,1,0.02631578947368421,0.048022773,38.0,0.0010658296887845948,0.0010457141507942064,117,143,154,171,319
comercio_1025008516,fraud_Friesen Inc,35,10055.8,287.3085714285714,7,0.2,0.22507744,35.0,0.000894414451612838,0.0009570369673114618,326,245,216,41,73
comercio_1040707130,fraud_Christiansen-Gusikowski,24,530.82,22.117500000000003,1,0.041666666666666664,0.0385672,24.0,0.0008296506807819588,0.0008263188851060811,426,422,491,676,377
comercio_1062070452,"fraud_Turcotte, McKenzie and Koss",30,2068.92,68.964,0,0.0,0.0030157564,30.0,0.0008932968738525608,0.0008861605625534169,327,332,340,358,666
comercio_1087316882,fraud_Schmeler-Howe,23,822.2,35.74782608695652,1,0.043478260869565216,0.04578201,23.0,0.0007424528551288865,0.0007255814469127656,540,558,521,631,333
comercio_1092197715,"fraud_Eichmann, Hayes and Treutel",17,1126.95,66.29117647058824,1,0.058823529411764705,0.03910485,17.0,0.0006508112064825248,0.0006480296130976982,617,616,602,570,375
comercio_1094632157,fraud_Ernser-Feest,33,2342.99,70.99969696969697,1,0.030303030303030304,0.019960396,33.0,0.0009070142690588244,0.00088828832060732,305,329,263,293,539
comercio_1135810253,"fraud_Yost, Schamberger and Windler",37,2091.56,56.52864864864865,0,0.0,0.020607324,37.0,0.0010765387835645914,0.0010544384096880736,104,131,176,353,530
comercio_1148487350,fraud_Kozey-Boehm,30,13454.26,448.47533333333337,12,0.4,0.41329712,30.0,0.000926594058930515,0.0009939720661513742,278,203,341,15,4
comercio_1182060483,"fraud_Nicolas, Hills and McGlynn",19,700.63,36.875263157894736,0,0.0,0.0007906823,19.0,0.0007022530343905041,0.0006810358836497242,587,595,568,649,691
comercio_1192791818,fraud_Boyer PLC,75,18690.34,249.20453333333333,15,0.2,0.19373928,75.0,0.0017161652798706015,0.0017502200724853901,1,1,1,3,105
comercio_1217607498,fraud_Brown Inc,39,2001.5,51.32051282051282,2,0.05128205128205128,0.043203097,39.0,0.001116703448966174,0.0011174160126794098,70,75,140,371,348
comercio_1248562808,fraud_Lubowitz-Walter,38,1748.94,46.02473684210526,2,0.05263157894736842,0.03328311,38.0,0.0011625410889533959,0.0011466641775379083,44,55,155,417,410
comercio_1249424285,fraud_Schroeder Group,21,1019.79,48.56142857142857,0,0.0,0.030166961,21.0,0.0007267014663393965,0.0007240981861172156,555,560,545,598,446
comercio_1274007242,"fraud_Eichmann, Bogan and Rodriguez",39,2373.68,60.86358974358974,2,0.05128205128205128,0.053986385,39.0,0.0009114512278928935,0.0008886034310252265,298,327,141,289,289
comercio_1274828195,fraud_Dicki Ltd,24,1204.51,50.187916666666666,1,0.041666666666666664,0.035363358,24.0,0.0007351911605732618,0.0007255075892969713,548,559,492,547,391
comercio_1276563967,fraud_Treutel-King,8,1822.1,227.7625,0,0.0,0.057587363,8.0,0.0006000865747972968,0.0006010074967537516,653,650,690,403,273
comercio_1284634027,"fraud_Hills, Hegmann and Schaefer",25,1505.31,60.212399999999995,1,0.04,0.042332444,25.0,0.0007722135358011255,0.000765066429028884,506,509,467,478,352
comercio_1317340970,fraud_Schiller Ltd,25,972.23,38.8892,0,0.0,0.027085263,25.0,0.0007669528869586315,0.0007619629087457713,514,514,468,607,473
comercio_1320872728,"fraud_Raynor, Feest and Miller",42,2548.96,60.68952380952381,1,0.023809523809523808,0.027070792,42.0,0.001074944417113405,0.0010365137594958837,107,152,100,264,474
comercio_1323361880,fraud_Paucek-Wiza,15,757.8,50.519999999999996,0,0.0,0.0051575974,15.0,0.0005717893004546299,0.0005615002848257836,676,678,627,641,656
comercio_1323734564,"fraud_Bernhard, Grant and Langworth",31,2694.13,86.90741935483871,2,0.06451612903225806,0.06286296,31.0,0.0008887351642767482,0.0008611160292366503,337,364,310,249,261
comercio_1324518735,"fraud_Hartmann, Rowe and Hermann",11,1008.04,91.64,1,0.09090909090909091,0.01196206,11.0,0.0006398459925823396,0.0006353850281195246,629,625,671,601,613
comercio_1326043979,fraud_Bahringer-Streich,29,1733.65,59.78103448275862,1,0.034482758620689655,0.033128303,29.0,0.000853166226440121,0.0008326868834114091,393,409,375,420,414
comercio_1338868455,fraud_Breitenberg LLC,12,303.12,25.26,0,0.0,0.01468704,12.0,0.0005580730524632166,0.0005569339162029791,681,681,657,682,585
comercio_1365286006,"fraud_Okuneva, Schneider and Rau",41,8299.69,202.43146341463415,5,0.12195121951219512,0.1149268,41.0,0.0009993616680969964,0.00100834200491325,192,184,113,64,174
comercio_1370324911,fraud_Thiel PLC,12,255.44,21.286666666666665,0,0.0,0.027416287,12.0,0.0005760922159743473,0.0005754074089456859,672,671,658,683,468
comercio_1382316048,fraud_Dach-Borer,18,968.1,53.78333333333333,1,0.05555555555555555,0.030975197,18.0,0.0006566169141617207,0.0006478749077618418,613,617,589,609,435
comercio_1420970155,"fraud_Fadel, Mertz and Rippin",24,1851.83,77.15958333333333,0,0.0,0.016475277,24.0,0.0008744591983790114,0.0008613464806213979,358,363,493,393,566
comercio_1463473496,fraud_VonRueden Group,5,223.98000000000002,44.79600000000001,1,0.2,0.18529709,5.0,0.000499915960413957,0.0005086321399232599,693,693,693,684,111
comercio_1478809149,fraud_Kihn-Fritsch,29,1638.96,56.51586206896552,1,0.034482758620689655,0.017028198,29.0,0.0008082191429129076,0.0007965832519882978,453,463,376,437,561
comercio_1487094244,fraud_Crooks and Sons,36,1701.75,47.270833333333336,1,0.027777777777777776,0.042018496,36.0,0.0010884245622558803,0.0010837842850812249,89,104,196,426,354
comercio_1490883517,"fraud_Mante, Luettgen and Hackett",29,1594.82,54.993793103448276,1,0.034482758620689655,0.022703461,29.0,0.0008069533551333441,0.0007874584929064451,458,483,377,451,509
comercio_1531219819,fraud_Heller PLC,20,1129.41,56.4705,1,0.05,0.012642209,20.0,0.0006306843959799892,0.0006238946508370392,632,636,556,569,604
comercio_1534017203,"fraud_Schuppe, Nolan and Hoeger",41,7954.64,194.01560975609758,5,0.12195121951219512,0.16147363,41.0,0.0009956182776793949,0.001008154081275804,199,185,114,74,136
comercio_1535308988,fraud_Eichmann-Kilback,37,2311.55,62.47432432432433,1,0.02702702702702703,0.02695355,37.0,0.0011222344082353242,0.00109612047139234,65,93,177,302,476
comercio_1537299937,fraud_Wiza LLC,27,1243.86,46.068888888888885,1,0.037037037037037035,0.034123175,27.0,0.0008827200257933082,0.0008691212020211256,347,357,420,542,403
comercio_1547469183,"fraud_Hodkiewicz, Prohaska and Paucek",9,3713.37,412.59666666666664,0,0.0,0.024988597,9.0,0.0005665515751667194,0.0005677795031653518,679,676,686,189,493
comercio_1604355600,fraud_Kutch-Wilderman,30,1828.78,60.95933333333333,0,0.0,0.005936159,30.0,0.000883264542612185,0.0008726167420780637,346,351,342,402,647
comercio_1609012810,fraud_Upton PLC,24,1898.26,79.09416666666667,1,0.041666666666666664,0.042589996,24.0,0.000800055405879197,0.0007921415624733701,469,465,494,389,351
comercio_1621213905,fraud_Corwin-Gorczany,16,4539.21,283.700625,4,0.25,0.24537261,16.0,0.0006510929346966995,0.0006615198013407169,616,610,613,172,54
comercio_1648444838,fraud_Wolf Inc,58,8394.9,144.7396551724138,12,0.20689655172413793,0.18614788,58.0,0.0012829275767893948,0.0013213816055632148,14,12,6,62,110
comercio_1660454592,fraud_Lesch Ltd,33,3534.7200000000003,107.11272727272728,1,0.030303030303030304,0.03376388,33.0,0.0009241211182431524,0.0009137345106139231,280,297,264,199,408
comercio_1662842620,fraud_Zemlak Group,26,5706.67,219.4873076923077,6,0.23076923076923078,0.20660642,26.0,0.0007767677764448469,0.0008024753791523628,502,455,447,142,90
comercio_1664595543,fraud_O'Keefe-Wisoky,31,1579.67,50.95709677419355,1,0.03225806451612903,0.020709645,31.0,0.0009625245657469603,0.0009426849429901182,236,259,311,459,527
comercio_1694281914,fraud_Altenwerth-Kilback,31,1970.39,63.560967741935485,0,0.0,0.002214738,31.0,0.0008777717969397044,0.0008560036504522092,355,371,312,377,672
comercio_1703797631,fraud_Bernier and Sons,43,1987.41,46.21883720930233,2,0.046511627906976744,0.03748418,43.0,0.0010465499924082293,0.0010372318959825442,134,151,83,373,381
comercio_1708754579,"fraud_Lowe, Dietrich and Erdman",30,1803.1399999999999,60.10466666666666,1,0.03333333333333333,0.030282037,30.0,0.0008675131690291136,0.0008503493072699351,369,386,343,407,444
comercio_1717423236,fraud_Jaskolski-Vandervort,18,4292.17,238.45388888888888,5,0.2777777777777778,0.2769067,18.0,0.0006640338509837622,0.000687771736555946,607,591,590,176,34
comercio_1718046381,fraud_Wuckert-Goldner,32,1608.86,50.276875,0,0.0,0.0011217885,32.0,0.0008678727157949678,0.0008431742846038746,367,397,283,447,684
comercio_1721762050,"fraud_Ritchie, Oberbrunner and Cremin",17,4664.4,274.3764705882353,1,0.058823529411764705,0.04412934,17.0,0.0006585590456519803,0.0006501782048342229,612,615,603,170,342
comercio_1741567283,fraud_Reichel LLC,33,2012.6699999999998,60.989999999999995,0,0.0,0.03283023,33.0,0.0008897992956518384,0.0008816291934589692,333,334,265,366,420
comercio_1743699208,fraud_Schmitt Inc,35,2196.73,62.763714285714286,4,0.11428571428571428,0.108438335,35.0,0.0009364033680314646,0.0009452953890943863,270,255,217,324,181
comercio_1747572000,fraud_Dare-Gibson,23,1083.07,47.089999999999996,1,0.043478260869565216,0.016559305,23.0,0.0007779279524987241,0.0007715551359416816,498,502,522,581,564
comercio_1764266149,"fraud_Haley, Jewess and Bechtelar",37,4742.74,128.18216216216214,3,0.08108108108108109,0.082364365,37.0,0.0009449698339226991,0.0009450504169649093,258,257,178,167,217
comercio_1777506388,fraud_Abbott-Steuber,28,1611.3799999999999,57.54928571428571,2,0.07142857142857142,0.050222483,28.0,0.0008516785702460726,0.0008569479208991375,398,370,402,446,304
comercio_1784063743,"fraud_Heathcote, Yost and Kertzmann",46,18252.64,396.7965217391304,16,0.34782608695652173,0.35267758,46.0,0.0011338769382727653,0.0012133915988246206,55,29,46,4,8
comercio_1806633108,fraud_Dickinson-Rempel,27,2533.29,93.82555555555555,1,0.037037037037037035,0.02263476,27.0,0.00082897533157391,0.0008179356757785592,428,433,421,268,511
comercio_1861923231,fraud_Abernathy and Sons,27,1054.14,39.04222222222223,0,0.0,0.022656357,27.0,0.000838691570615088,0.0008284826480225654,416,418,422,592,510
comercio_1869089167,fraud_Bechtelar-Rippin,30,1883.42,62.78066666666667,1,0.03333333333333333,0.02063724,30.0,0.0008795770649167281,0.0008500782030005095,352,387,344,390,529
comercio_1871112992,fraud_Erdman-Ebert,30,1419.04,47.30133333333333,2,0.06666666666666667,0.03122553,30.0,0.0009299755902543212,0.0009106173536049943,273,299,345,492,432
comercio_1885807714,fraud_Vandervort-Funk,48,6338.14,132.04458333333335,4,0.08333333333333333,0.08335101,48.0,0.001038203708075815,0.00102879158222413,147,162,32,124,214
comercio_1888818288,fraud_Lemke-Gutmann,55,20389.39,370.7161818181818,18,0.32727272727272727,0.3248136,55.0,0.0012671361571003797,0.001375531461781355,15,5,9,1,16
comercio_1919164434,fraud_Nolan-Williamson,45,2486.2799999999997,55.25066666666666,3,0.06666666666666667,0.033174247,45.0,0.0010127502761174162,0.0010078312166812004,175,186,53,276,413
comercio_1931354031,"fraud_Dare, Casper and Bartoletti",31,2194.01,70.77451612903226,3,0.0967741935483871,0.028414352,31.0,0.0008364626148775427,0.0008233317054096703,418,426,313,326,463
comercio_1937370928,fraud_Friesen Ltd,28,822.07,29.35964285714286,1,0.03571428571428571,0.019731818,28.0,0.0009414749548223529,0.0009239189247349221,264,280,403,632,541
comercio_2002899183,fraud_Carroll PLC,26,1246.21,47.93115384615385,1,0.038461538461538464,0.025491735,26.0,0.0008527258199638887,0.0008517584996912037,394,383,448,540,489
comercio_2004216311,"fraud_Stehr, Jewess and Schimmel",15,5186.6,345.77333333333337,6,0.4,0.35831472,15.0,0.0006627781427655785,0.0006748074220246494,611,599,628,160,7
comercio_2007874625,fraud_Hudson-Ratke,49,7047.45,143.82551020408164,8,0.16326530612244897,0.14557053,49.0,0.0011282164667068112,0.001137188433478133,60,60,27,97,150
comercio_2022059886,fraud_Jacobi and Sons,45,5197.71,115.50466666666667,4,0.08888888888888889,0.08911248,45.0,0.001158248653676599,0.0011738739655284204,47,46,54,159,206
comercio_2027422162,"fraud_Roberts, Daniel and Macejkovic",27,1586.15,58.7462962962963,1,0.037037037037037035,0.026671112,27.0,0.0008338310906665916,0.0008238321683556815,421,424,423,455,480
comercio_2062623818,fraud_Mante Group,25,7948.19,317.9276,9,0.36,0.332317,25.0,0.0007879804384635929,0.0008265704584124573,489,421,469,75,15
comercio_2085102849,fraud_Botsford PLC,38,1794.4,47.22105263157895,2,0.05263157894736842,0.019998798,38.0,0.0009475272271270093,0.0009276125699377335,256,276,156,409,538
comercio_2117657364,fraud_Romaguera and Sons,17,1539.89,90.58176470588236,1,0.058823529411764705,0.042739432,17.0,0.0006987360193141827,0.0006882075945920535,589,590,604,471,349
comercio_2125566770,"fraud_Dare, Fritsch and Zboncak",30,1392.1399999999999,46.404666666666664,2,0.06666666666666667,0.045652725,30.0,0.0008506887866576281,0.000842746279734165,401,399,346,501,334
comercio_2136044151,fraud_Pagac LLC,28,3335.45,119.12321428571428,3,0.10714285714285714,0.10623442,28.0,0.0009173088249353718,0.0009158215198178724,290,293,404,204,184
comercio_2139610898,fraud_Emmerich-Luettgen,14,759.96,54.28285714285715,1,0.07142857142857142,0.05312849,14.0,0.0005941784843591408,0.0005927429976576667,657,654,636,640,293
comercio_2145853434,fraud_Grimes LLC,26,1616.97,62.191153846153846,0,0.0,0.000909842,26.0,0.0008070011549523574,0.0007796658370141334,457,495,449,445,689
comercio_2156320485,"fraud_Labadie, Treutel and Bode",33,10510.85,318.51060606060605,9,0.2727272727272727,0.26803157,33.0,0.0009386548265527799,0.0009816229543043388,268,212,266,35,39
comercio_2160987101,fraud_Bahringer-Larson,15,690.37,46.02466666666667,1,0.06666666666666667,0.051956277,15.0,0.0006231505426792242,0.0006227576053090988,639,637,629,651,297
comercio_2185554168,fraud_Fadel Inc,32,1396.75,43.6484375,2,0.0625,0.032635294,32.0,0.0009341931272410473,0.0009294808380374388,271,271,284,498,421
comercio_2188837209,"fraud_Weimann, Kuhic and Beahan",29,3763.48,129.77517241379311,2,0.06896551724137931,0.08478007,29.0,0.000884740468020344,0.0008723826869671072,344,352,378,188,213
comercio_2201652395,fraud_Auer LLC,32,1184.67,37.0209375,2,0.0625,0.021123534,32.0,0.0009822641442817528,0.0009581623874736918,212,243,285,553,522
comercio_2216720906,"fraud_Stokes, Christiansen and Sipes",14,625.61,44.68642857142857,1,0.07142857142857142,0.050239764,14.0,0.0006036129482479137,0.0006009660992233136,651,651,637,660,303
comercio_2224281926,fraud_Thompson-Gleason,32,1622.25,50.6953125,3,0.09375,0.056741986,32.0,0.0009777068782291624,0.000970200954399619,220,233,286,442,278
comercio_2235953546,fraud_Ruecker Group,18,2775.25,154.18055555555554,3,0.16666666666666666,0.17093742,18.0,0.0007047147446282049,0.0007221321842459179,582,561,591,241,122
comercio_2241231331,fraud_Roberts-Beahan,29,3051.46,105.22275862068966,1,0.034482758620689655,0.032253914,29.0,0.0008074191534879768,0.0008047495408548014,455,452,379,215,424
comercio_2251420413,fraud_Lebsack and Sons,17,3829.22,225.24823529411765,4,0.23529411764705882,0.23655093,17.0,0.0006564227414900474,0.0006719089721856339,614,600,605,184,61
comercio_2296543902,"fraud_Lockman, West and Runte",34,5230.59,153.84088235294118,8,0.23529411764705882,0.23234093,34.0,0.0010767116442397101,0.0011061692057165642,103,84,241,158,65
